Timestep,C7,LANK,LASI,LBiceps,LClavicle,LD1M,LElbow,LForearm,LHEE,LKNE,LLCA,LMElbow,LMT5,LPSI,LSH1,LSH2,LSH3,LSTL,LShoulder,LTH1,LTH2,LTH3,LTHI,LTIB,LTOE,LWrist,RANK,RASI,RBiceps,RD1M,RElbow,RForearm,RHEE,RKNE,RLCA,RMElbow,RMT5,RPSI,RSH1,RSH2,RSTL,RShoulder,RTH1,RTH2,RTH3,RTHI,RTIB,RTOE,RWrist
357,0.0157247,0.0195263,0.0182,0.00778482,0.00943748,0.00976492,0.0265023,0.00920595,0.0263099,0.0159941,0.00326439,0.0207177,0.0251744,0.0113025,0.00606076,0.00784164,0.0056533,0.0139637,0.00730584,0.0201205,0.0101295,0.0129103,0.0165914,0.0121217,0.00982928,0.0186034,0.0238653,0.0182426,0.00574206,0.012048,0.037868,0.00390499,0.020245,0.00612809,0.00603138,0.0273064,0.0174187,0.0115931,0.0107963,0.0168257,0.00955101,0.0138892,0.0042526,0.00299904,0.00654474,0.00340881,0.00999253,0.00623883,0.00395199
358,0.0155765,0.0195063,0.0181786,0.0077373,0.00940183,0.00960497,0.0263926,0.00916466,0.0261893,0.0160219,0.00325586,0.0207458,0.0250441,0.0112892,0.00602793,0.00792045,0.00573192,0.0139527,0.00716646,0.0200694,0.0100304,0.0128714,0.0165287,0.0121127,0.00974019,0.018541,0.0239128,0.0181847,0.00560195,0.0119409,0.0379373,0.00399303,0.0201283,0.00615332,0.00607116,0.027215,0.0172515,0.0115443,0.0107492,0.0167602,0.00960375,0.0139713,0.00424204,0.00299586,0.00656075,0.00338641,0.00996283,0.0061451,0.00383611
359,0.0154045,0.019489,0.0181611,0.00768616,0.00937461,0.00944821,0.0262609,0.00911066,0.0260754,0.0160458,0.00325749,0.020783,0.0249159,0.0112748,0.00599799,0.00799909,0.00581748,0.0139432,0.00700957,0.0200083,0.00991879,0.012822,0.0164554,0.0121014,0.00965143,0.018453,0.0239581,0.018109,0.00544013,0.0118203,0.0380021,0.00410746,0.0200038,0.00618912,0.00612002,0.0271222,0.0170683,0.0114951,0.0106927,0.0166852,0.00966191,0.0140834,0.00424205,0.00298374,0.00657258,0.0033764,0.00992412,0.00603696,0.00370786
360,0.0153518,0.0194699,0.0181217,0.00765945,0.00930337,0.00925757,0.0262388,0.00912181,0.0259218,0.0160873,0.00327731,0.0207758,0.0247653,0.011275,0.00597475,0.00809806,0.00588797,0.0139403,0.00693805,0.0199904,0.00988167,0.0128334,0.0164343,0.0121143,0.00954886,0.0184901,0.024021,0.018131,0.00539972,0.0117206,0.0380888,0.00409279,0.0198896,0.00616774,0.00616067,0.027034,0.0169179,0.0114573,0.0106637,0.0166266,0.00971014,0.0140412,0.00417855,0.00299341,0.00657988,0.00330262,0.00991782,0.00593085,0.00365292
361,0.0154208,0.0194506,0.0180626,0.00766182,0.00918965,0.00903375,0.026326,0.00919778,0.0257297,0.0161462,0.00332391,0.0207245,0.0245923,0.0112903,0.00596085,0.0082179,0.00594737,0.0139456,0.00695673,0.0200149,0.0099183,0.0129045,0.0164647,0.0121517,0.00943414,0.0186529,0.0241011,0.0182512,0.00548434,0.0116416,0.0381982,0.00394786,0.0197863,0.00609045,0.00619172,0.02695,0.0168005,0.0114311,0.010663,0.0165847,0.00974819,0.0138435,0.00405529,0.00303121,0.00658533,0.00316868,0.00994369,0.0058254,0.00367384
362,0.0154687,0.0194351,0.0180096,0.00766455,0.00908543,0.00881416,0.0263912,0.00926042,0.0255463,0.0162014,0.00338915,0.0206822,0.0244217,0.0113053,0.00595232,0.0083382,0.00601712,0.0139542,0.00696378,0.0200292,0.0099415,0.0129641,0.016484,0.012187,0.00932182,0.0187907,0.0241781,0.0183537,0.00555098,0.0115498,0.0383037,0.00382824,0.0196761,0.00602536,0.00623016,0.0268654,0.0166687,0.0114051,0.0106538,0.016534,0.00979221,0.0136749,0.00394631,0.0030662,0.0065894,0.00305114,0.0099608,0.00570557,0.00368473
363,0.0153214,0.0194257,0.0179877,0.00761751,0.00904112,0.00864243,0.0262792,0.00921375,0.0254252,0.0162277,0.00344566,0.020709,0.0242806,0.0112967,0.0059407,0.00843295,0.00611476,0.0139563,0.00681934,0.0199716,0.00984989,0.012929,0.0164191,0.0121875,0.00922594,0.0187251,0.024229,0.018301,0.00542038,0.011405,0.0383714,0.00391589,0.0195381,0.00604809,0.00629923,0.026773,0.0164662,0.011362,0.0105915,0.0164442,0.00985965,0.0137533,0.00393137,0.00304474,0.00658529,0.00302902,0.00992061,0.00555601,0.00357094
364,0.0151501,0.0194184,0.0179697,0.00756464,0.00900454,0.00847512,0.0261452,0.00915445,0.0253116,0.0162498,0.00350882,0.0207448,0.0241403,0.0112867,0.00593198,0.00852689,0.0062179,0.0139593,0.00665532,0.0199038,0.00974569,0.0128835,0.0163435,0.0121858,0.00913068,0.0186344,0.0242768,0.0182304,0.00526681,0.0112478,0.0384346,0.00403017,0.0193936,0.00607997,0.00637811,0.0266813,0.0162501,0.0113188,0.0105204,0.0163461,0.00993248,0.0138622,0.00392651,0.00301203,0.00657611,0.00301751,0.00987138,0.0053959,0.00344334
365,0.0151019,0.0194121,0.0179334,0.00754368,0.00892604,0.00827447,0.0261204,0.00916007,0.0251601,0.0162876,0.00360299,0.0207367,0.0239786,0.0112921,0.00593292,0.00864156,0.00631156,0.0139719,0.00658584,0.0198777,0.00971481,0.0128964,0.0163184,0.0122086,0.0090241,0.0186689,0.0243406,0.0182589,0.00524068,0.0111127,0.0385205,0.00401382,0.0192616,0.00605683,0.00644611,0.0265955,0.0160701,0.0112871,0.0104783,0.0162662,0.00999513,0.0138154,0.0038639,0.00301218,0.00656776,0.00294873,0.00985519,0.00523852,0.00339357
366,0.0151788,0.0194074,0.017881,0.0075592,0.00880733,0.00804152,0.0262045,0.00923088,0.0249725,0.0163405,0.00373442,0.0206849,0.0237965,0.0113138,0.00594535,0.00877713,0.00639898,0.0139957,0.00661656,0.0198933,0.00975592,0.0129667,0.0163433,0.012256,0.00890777,0.0188296,0.0244203,0.0183862,0.00534483,0.0110004,0.0386304,0.00386663,0.0191426,0.00598011,0.00650155,0.0265158,0.0159267,0.0112673,0.0104658,0.0162054,0.0100475,0.0136118,0.00374695,0.00305207,0.00656275,0.00282762,0.00987272,0.00508304,0.00342414
367,0.0152339,0.019406,0.0178344,0.00757433,0.00869827,0.00781382,0.0262666,0.00928938,0.0247941,0.0163887,0.00387607,0.020642,0.0236174,0.0113349,0.00596153,0.00891273,0.00649499,0.014022,0.00663352,0.0198986,0.00978382,0.013025,0.0163571,0.0123009,0.00879423,0.0189653,0.0244959,0.0184953,0.00542971,0.010877,0.0387357,0.00374581,0.0190182,0.00591426,0.00656518,0.0264375,0.0157724,0.0112477,0.0104454,0.016137,0.0101056,0.0134381,0.00364384,0.00308786,0.0065555,0.00272223,0.00988224,0.00491864,0.00344351
368,0.015089,0.019407,0.0178135,0.00752804,0.00864535,0.00763448,0.0261523,0.0092385,0.0246768,0.0164097,0.00398473,0.0206677,0.0234682,0.0113314,0.0059688,0.00902078,0.00660963,0.0140364,0.00648298,0.0198329,0.00969824,0.012991,0.0162885,0.0123101,0.00869524,0.0188981,0.0245454,0.0184478,0.00530934,0.0107023,0.038801,0.00383593,0.0188656,0.00593153,0.00666422,0.0263531,0.0155515,0.0112097,0.010372,0.0160292,0.0101879,0.0135127,0.00362557,0.00305101,0.00653234,0.00269954,0.00983391,0.00473694,0.00333159
369,0.0149198,0.0194095,0.0177959,0.00747564,0.00859985,0.00745994,0.0260158,0.00917496,0.0245676,0.016426,0.00409433,0.0207025,0.0233221,0.0113264,0.00597696,0.00912688,0.00672839,0.0140505,0.0063106,0.0197574,0.00959999,0.012946,0.0162092,0.0123159,0.00859748,0.0188055,0.0245915,0.018382,0.00516467,0.0105174,0.038861,0.0039539,0.0187071,0.00595818,0.00677505,0.0262702,0.0153213,0.0111714,0.010291,0.0159142,0.0102767,0.013618,0.00361678,0.00300152,0.00650365,0.00268574,0.00977753,0.00455434,0.00320509
370,0.0148767,0.0194148,0.0177637,0.00746371,0.00851528,0.00725358,0.0259879,0.00917637,0.0244226,0.0164563,0.00424037,0.0206939,0.0231581,0.0113379,0.00599668,0.00925403,0.00684214,0.0140762,0.00624235,0.0197229,0.00957298,0.0129576,0.0161785,0.012346,0.00849145,0.0188391,0.0246528,0.0184157,0.00515174,0.0103572,0.0389447,0.00394074,0.0185622,0.00593274,0.00687473,0.0261931,0.0151295,0.0111451,0.0102409,0.0158196,0.0103558,0.0135669,0.00355601,0.00299666,0.00648031,0.00262223,0.00975604,0.00437915,0.00316039
371,0.0149612,0.0194243,0.0177184,0.00749664,0.0083928,0.00701597,0.0260675,0.00924281,0.0242433,0.0165008,0.00442652,0.0206425,0.0229772,0.011366,0.00602971,0.00940274,0.00695388,0.014116,0.00628484,0.0197285,0.00961705,0.0130245,0.0161962,0.0124003,0.00837921,0.0189996,0.0247286,0.0185486,0.00527339,0.0102218,0.0390523,0.00379632,0.0184306,0.00585598,0.00696213,0.0261207,0.0149758,0.0111309,0.0102217,0.0157458,0.0104248,0.0133587,0.00344707,0.00304327,0.00646545,0.00251478,0.00976991,0.00420965,0.00319916
372,0.0150232,0.0194366,0.0176787,0.00752823,0.00827998,0.00678454,0.0261245,0.00929627,0.0240742,0.016541,0.00461473,0.0205999,0.0228023,0.0113936,0.00606552,0.00955002,0.00707195,0.0141566,0.00631148,0.0197237,0.00964761,0.013079,0.0162024,0.012451,0.00827139,0.0191354,0.0248006,0.0186631,0.00537381,0.0100778,0.0391549,0.00367919,0.0182925,0.00578993,0.00706153,0.0260485,0.0148131,0.0111169,0.0101953,0.0156657,0.0105008,0.0131812,0.00335101,0.00308392,0.00644756,0.00242192,0.00977654,0.00404392,0.00322592
373,0.0148804,0.0194475,0.0176602,0.00748749,0.0082193,0.00660262,0.0260059,0.0092403,0.0239651,0.0165543,0.00475316,0.0206247,0.0226583,0.0113951,0.00608726,0.00966772,0.00719991,0.0141783,0.00615372,0.0196492,0.00956595,0.0130434,0.016128,0.012464,0.00817685,0.0190681,0.0248476,0.0186196,0.00526109,0.00988621,0.0392147,0.00377511,0.0181252,0.00580379,0.0072045,0.0259689,0.014586,0.0110837,0.0101163,0.0155473,0.0106028,0.0132549,0.00332966,0.00303617,0.0064061,0.00239599,0.00972559,0.00388646,0.00311491
374,0.0147122,0.0194596,0.0176446,0.00744007,0.00816563,0.00642682,0.0258648,0.00917152,0.0238645,0.0165628,0.0048882,0.0206588,0.0225194,0.0113955,0.00610944,0.00978331,0.00732983,0.0141977,0.00597139,0.0195651,0.0094718,0.0129971,0.0160431,0.0124724,0.00808542,0.0189761,0.0248915,0.0185566,0.00512257,0.00968787,0.0392683,0.00389918,0.0179514,0.00582726,0.00736388,0.0258896,0.0143499,0.0110499,0.0100294,0.0154235,0.010713,0.0133609,0.00331692,0.00297459,0.00635837,0.00237748,0.00966718,0.00374707,0.00298813
375,0.0146731,0.0194765,0.0176172,0.00744058,0.00807586,0.00622088,0.0258309,0.00916767,0.0237307,0.0165846,0.00506296,0.0206505,0.0223644,0.0114128,0.00614622,0.00991976,0.0074588,0.0142321,0.00590442,0.0195212,0.00944782,0.0130056,0.0160055,0.0125048,0.00799183,0.0190105,0.0249507,0.0185932,0.00511924,0.00951816,0.0393458,0.00389162,0.0177905,0.00580115,0.00751353,0.0258142,0.0141512,0.0110292,0.00997261,0.0153218,0.0108156,0.01331,0.00325816,0.00296955,0.00632141,0.00231809,0.00964381,0.00362523,0.00294605
376,0.0147645,0.0194998,0.0175796,0.00749367,0.00795143,0.00598524,0.0259042,0.00922859,0.0235647,0.0166198,0.00527996,0.0205998,0.0221936,0.0114478,0.00619988,0.0100775,0.00758913,0.0142833,0.0059601,0.0195165,0.00949268,0.0130668,0.0160144,0.0125613,0.0078984,0.019172,0.0250246,0.0187296,0.00525389,0.00937721,0.0394483,0.00375166,0.0176416,0.00572586,0.00765222,0.0257427,0.0139891,0.0110219,0.00994566,0.015242,0.0109109,0.0131016,0.0031566,0.00302725,0.00629764,0.00222382,0.00965529,0.00351894,0.00299095
377,0.0148324,0.0195256,0.0175469,0.00754419,0.00783644,0.00575682,0.0259554,0.00927675,0.0234086,0.0166503,0.00549455,0.0205587,0.0220287,0.011482,0.00625613,0.0102331,0.00772388,0.0143343,0.00599886,0.0195012,0.00952364,0.0131162,0.0160116,0.0126127,0.00781219,0.019309,0.0250964,0.0188469,0.00536509,0.00923231,0.0395445,0.00363907,0.0174848,0.00566083,0.00780671,0.0256711,0.0138168,0.0110142,0.0099095,0.0151567,0.0110156,0.0129248,0.00306625,0.00307798,0.0062707,0.00214273,0.00965779,0.00343731,0.0030228
378,0.0146902,0.0195466,0.0175311,0.00751016,0.00776914,0.00557879,0.0258314,0.00921594,0.0233103,0.0166551,0.0056493,0.0205847,0.0218928,0.0114898,0.00629431,0.0103569,0.00786033,0.0143612,0.00583669,0.0194173,0.00944525,0.0130779,0.0159293,0.0126242,0.00773822,0.0192423,0.0251461,0.018804,0.00525716,0.00904704,0.039595,0.00374051,0.0172969,0.0056735,0.00801006,0.0255938,0.0135809,0.0109862,0.00981698,0.0150325,0.0111506,0.0130018,0.00304095,0.00302598,0.00621247,0.00211153,0.00960031,0.00340293,0.00291094
379,0.014522,0.0195684,0.0175176,0.00746683,0.00770924,0.00540825,0.025685,0.00914248,0.0232209,0.016655,0.00579854,0.0206198,0.0217608,0.0114964,0.00633248,0.0104773,0.00799704,0.0143856,0.00564829,0.0193232,0.00935463,0.0130282,0.0158365,0.0126306,0.00766985,0.0191501,0.0251939,0.0187412,0.00512233,0.00886233,0.0396385,0.00386947,0.0170998,0.00569619,0.00823006,0.0255176,0.0133356,0.0109578,0.00971175,0.0149024,0.0112971,0.0131114,0.00302283,0.0029593,0.00614756,0.00208568,0.00953256,0.00341026,0.00278231
380,0.0144856,0.0195976,0.0174952,0.00747849,0.00761654,0.0052091,0.0256458,0.00913382,0.0230999,0.0166675,0.00599063,0.0206126,0.0216126,0.0115206,0.00638801,0.0106188,0.00813626,0.014429,0.00558822,0.0192676,0.00933167,0.0130307,0.0157896,0.012661,0.0076043,0.0191843,0.0252579,0.0187782,0.00512574,0.00871066,0.0397071,0.00386541,0.0169121,0.00567038,0.00843737,0.0254458,0.0131256,0.0109427,0.00963119,0.0147937,0.011439,0.0130636,0.00296383,0.00295989,0.00609866,0.00202922,0.00949625,0.00343836,0.0027413
381,0.0145833,0.0196352,0.0174661,0.0075492,0.00749319,0.00498207,0.0257137,0.00918986,0.0229485,0.0166919,0.00622683,0.020563,0.0214486,0.0115631,0.00646267,0.0107816,0.00828089,0.0144931,0.00566458,0.0192502,0.00937504,0.013084,0.0157878,0.0127152,0.00754307,0.0193451,0.0253376,0.0189148,0.00526916,0.00859163,0.0398017,0.00372849,0.0167331,0.00559668,0.00863005,0.0253781,0.01295,0.0109414,0.00957398,0.0147054,0.0115765,0.0128578,0.00286682,0.00303341,0.00606754,0.00194858,0.00949042,0.00347843,0.00278997
382,0.014657,0.0196746,0.0174409,0.0076147,0.00737999,0.00476397,0.0257595,0.00923269,0.0228069,0.016711,0.00645786,0.0205228,0.0212892,0.0116045,0.00653868,0.0109414,0.00842807,0.0145569,0.00572285,0.0192218,0.00940437,0.0131252,0.0157742,0.012764,0.00748939,0.0194806,0.0254161,0.0190316,0.00538753,0.0084749,0.0398892,0.00361883,0.016542,0.00553301,0.00883616,0.0253114,0.012764,0.01094,0.00950029,0.0146094,0.011727,0.0126837,0.00277992,0.00309806,0.00603184,0.00187954,0.0094707,0.00355034,0.00282387
383,0.0145152,0.0197059,0.0174272,0.00758457,0.0073098,0.00459586,0.0256312,0.00916724,0.0227202,0.0167052,0.00662339,0.0205494,0.0211563,0.0116182,0.00659042,0.0110673,0.00856943,0.0145924,0.00556242,0.0191255,0.00932811,0.013081,0.0156832,0.0127712,0.00744371,0.0194117,0.0254751,0.0189868,0.00528257,0.00832835,0.0399291,0.00372273,0.0163144,0.00554523,0.00909052,0.0252404,0.0125172,0.0109171,0.00936269,0.0144717,0.011912,0.012764,0.00275013,0.0030487,0.00595807,0.00184271,0.00938546,0.00368994,0.00270918
384,0.0143466,0.0197377,0.0174156,0.00754431,0.00724714,0.00443611,0.0254812,0.00908903,0.0226417,0.0166948,0.00678243,0.0205849,0.021027,0.0116307,0.00664027,0.0111888,0.00871016,0.0146254,0.00537472,0.019019,0.0092398,0.0130251,0.0155818,0.0127723,0.00740271,0.0193172,0.0255341,0.0189216,0.00514986,0.00818869,0.0399617,0.00385379,0.0160721,0.00556707,0.00935882,0.0251705,0.0122614,0.0108938,0.00920535,0.0143242,0.0121124,0.0128765,0.0027274,0.00298582,0.00587635,0.00180925,0.00928401,0.00386546,0.00257776
385,0.0143135,0.0197788,0.0173979,0.00756569,0.00715574,0.00425033,0.0254379,0.00907523,0.0225333,0.0166959,0.00698591,0.0205783,0.0208822,0.0116609,0.00670917,0.0113315,0.00885742,0.0146806,0.00532854,0.0189498,0.00921646,0.0130192,0.0155241,0.0127975,0.00736603,0.0193488,0.0256095,0.0189561,0.00515721,0.00808191,0.0400207,0.0038528,0.0158343,0.00554155,0.00961122,0.0251045,0.012039,0.0108856,0.00906515,0.0141938,0.0123106,0.0128307,0.00266828,0.00299983,0.00581438,0.00175571,0.00920774,0.00403832,0.00253658
386,0.0144181,0.019831,0.0173757,0.00765211,0.00703785,0.00403966,0.0255012,0.00912492,0.0223957,0.0167084,0.00723458,0.0205294,0.0207238,0.0117089,0.00679902,0.0114959,0.00901293,0.0147601,0.00543033,0.0189173,0.00925658,0.0130619,0.01551,0.0128475,0.0073361,0.0195071,0.0257007,0.0190904,0.005305,0.00800432,0.0401066,0.00372006,0.0155998,0.005468,0.00984853,0.0250415,0.0118483,0.0108933,0.00894002,0.0140797,0.0125064,0.0126257,0.00257466,0.00309375,0.00577487,0.00168856,0.00915447,0.00420094,0.00258625
387,0.0144982,0.0198845,0.0173567,0.00773178,0.0069302,0.00383892,0.0255426,0.009161,0.0222673,0.0167157,0.00747664,0.020489,0.0205708,0.0117559,0.00688869,0.0116559,0.00916951,0.0148386,0.00551105,0.0188743,0.00928272,0.013092,0.0154842,0.0128917,0.00731255,0.0196399,0.0257922,0.0192047,0.00542561,0.00792969,0.0401849,0.00361487,0.015348,0.00540371,0.0101017,0.024979,0.0116473,0.0109016,0.00879122,0.0139535,0.0127181,0.0124521,0.00249009,0.00317845,0.00573001,0.0016327,0.00908153,0.00438706,0.00262018
388,0.0143574,0.0199251,0.0173449,0.007707,0.00686027,0.0036869,0.0254113,0.00908864,0.0221899,0.016699,0.00765024,0.0205149,0.0204434,0.0117749,0.00694936,0.0117804,0.00931411,0.0148822,0.00535588,0.0187645,0.00920648,0.0130392,0.0153826,0.0128934,0.00729104,0.0195675,0.0258669,0.0191555,0.00531953,0.0078354,0.0402135,0.00372297,0.0150558,0.00541479,0.0104078,0.0249121,0.0113899,0.0108883,0.00857508,0.0137823,0.0129682,0.0125348,0.00245589,0.00314366,0.00563978,0.00159276,0.00893964,0.00464396,0.00250315
389,0.0141889,0.0199656,0.0173347,0.00767123,0.00679767,0.00354377,0.025258,0.00900316,0.0221192,0.0166782,0.00781704,0.0205498,0.0203203,0.011792,0.0070077,0.0119,0.00945717,0.0149217,0.00517096,0.0186445,0.00911807,0.0129751,0.0152706,0.012889,0.00727308,0.0194686,0.0259437,0.019085,0.00518533,0.00775028,0.0402346,0.00385915,0.0147459,0.00543511,0.010732,0.0248458,0.0111258,0.0108754,0.00833536,0.0135982,0.0132359,0.012651,0.00242758,0.00309757,0.00554033,0.00155748,0.00877716,0.00492628,0.00236931
390,0.0141588,0.0200175,0.0173205,0.00770238,0.00671083,0.00337746,0.0252106,0.00898065,0.0220197,0.0166694,0.00802948,0.0205422,0.0201847,0.0118267,0.00708796,0.0120405,0.00960951,0.0149854,0.00513854,0.0185607,0.00909148,0.0129583,0.0152009,0.0129091,0.00726286,0.0194953,0.0260371,0.0191142,0.00519142,0.00769115,0.0402832,0.00386469,0.0144386,0.00540736,0.0110446,0.0247827,0.0108955,0.0108787,0.00810888,0.013428,0.0135013,0.012608,0.00236511,0.00313487,0.00546536,0.00151686,0.00863472,0.00518986,0.00232657
391,0.0142692,0.0200821,0.0173038,0.00780327,0.006602,0.00318999,0.0252688,0.00902051,0.0218925,0.0166714,0.00828812,0.0204924,0.0200388,0.0118794,0.00719113,0.0122029,0.00977297,0.0150741,0.00526395,0.018513,0.00912528,0.012988,0.0151725,0.0129548,0.00726255,0.0196479,0.026147,0.0192435,0.00533771,0.00765328,0.0403594,0.00373995,0.0141341,0.00533072,0.0113467,0.0247234,0.0106978,0.0108982,0.00789575,0.0132715,0.013763,0.0124059,0.00226862,0.00325648,0.00541784,0.00147965,0.00851255,0.0054309,0.00237539
392,0.0143537,0.020147,0.0172897,0.00789498,0.00650334,0.00301414,0.0253055,0.00904653,0.0217734,0.0166692,0.00854055,0.0204514,0.0198996,0.0119298,0.00729393,0.0123608,0.00993633,0.0151595,0.00536468,0.0184551,0.00914556,0.0130054,0.0151326,0.0129955,0.00726874,0.019775,0.0262597,0.0193516,0.00545524,0.00762088,0.0404283,0.00364332,0.0138134,0.00526254,0.0116696,0.0246661,0.0104947,0.0109183,0.00765983,0.0131018,0.01404,0.0122366,0.00217806,0.00336941,0.00536488,0.00146058,0.0083695,0.00569132,0.00240808
393,0.0142115,0.0201951,0.0172792,0.00787426,0.00643701,0.00288386,0.0251701,0.00896538,0.0217021,0.0166444,0.00872284,0.020477,0.0197851,0.0119521,0.00736464,0.0124819,0.0100824,0.0152046,0.00521397,0.0183312,0.00906726,0.0129421,0.0150192,0.0129926,0.00727352,0.0196962,0.0263599,0.0192956,0.00534475,0.00758422,0.0404458,0.00375905,0.0134555,0.00527077,0.012049,0.0246074,0.0102464,0.0109156,0.00736018,0.0128868,0.0143559,0.0123253,0.00213255,0.00336396,0.00525966,0.00145017,0.00815879,0.00602412,0.00228863
394,0.0140404,0.0202417,0.0172694,0.0078412,0.00637878,0.00276236,0.025013,0.00887174,0.0216364,0.0166159,0.00889781,0.0205115,0.0196758,0.0119721,0.0074323,0.0125973,0.0102261,0.0152435,0.00503153,0.0181968,0.00897689,0.0128678,0.0148951,0.0129833,0.00728265,0.0195903,0.0264653,0.0192176,0.00520514,0.00756154,0.0404552,0.0039026,0.0130839,0.00528812,0.0124481,0.0245521,0.00999869,0.0109126,0.00704034,0.0126591,0.0146874,0.0124477,0.00209247,0.00335061,0.00514533,0.00145556,0.007929,0.00637667,0.00215346
395,0.0140104,0.0203013,0.0172581,0.00787826,0.00629992,0.00262297,0.0249613,0.00883991,0.0215433,0.0165988,0.00912007,0.0205029,0.0195571,0.0120089,0.00752317,0.0127343,0.0103814,0.0153077,0.0050099,0.0180983,0.00894551,0.0128395,0.0148117,0.0129998,0.00730434,0.0196095,0.0265891,0.0192387,0.0052051,0.00755968,0.0404934,0.00391686,0.0127188,0.00525559,0.0128339,0.0245014,0.0097877,0.0109252,0.00673737,0.0124458,0.015013,0.0124106,0.00201793,0.00342281,0.00506202,0.00147966,0.00772122,0.00670019,0.00210925
396,0.0141236,0.0203754,0.017246,0.0079869,0.00620263,0.00247031,0.0250146,0.0088693,0.0214241,0.0165932,0.00939003,0.0204506,0.0194304,0.0120627,0.00763866,0.012893,0.0105497,0.0153979,0.00515319,0.0180351,0.00897174,0.012856,0.0147679,0.0130436,0.00734006,0.0197543,0.0267307,0.0193592,0.00534463,0.00757417,0.0405603,0.00380153,0.0123614,0.00517235,0.0132042,0.0244553,0.00961211,0.0109533,0.00645239,0.0122474,0.0153313,0.0122136,0.00190879,0.0035796,0.00501368,0.00152966,0.00753582,0.0069911,0.0021551
397,0.0142098,0.0204487,0.0172356,0.00808394,0.00611537,0.00233331,0.0250464,0.00888517,0.0213122,0.0165842,0.00965328,0.0204056,0.0193111,0.0121145,0.00775231,0.0130467,0.0107168,0.0154833,0.00526838,0.0179609,0.00898444,0.0128602,0.0147124,0.013082,0.00738199,0.0198728,0.026878,0.0194578,0.00545497,0.00759983,0.0406195,0.00371368,0.0119941,0.00509742,0.0135881,0.0244129,0.00943903,0.0109811,0.00615094,0.0120374,0.0156625,0.0120488,0.00180467,0.00372793,0.00496104,0.00160582,0.00733401,0.00729486,0.00218467
398,0.0140638,0.0205017,0.0172259,0.00806256,0.00605585,0.0022363,0.0249073,0.00879591,0.0212443,0.0165537,0.00984539,0.0204266,0.0192147,0.012138,0.00782935,0.0131621,0.0108626,0.0155242,0.00512185,0.0178217,0.00890239,0.0127863,0.0145855,0.0130758,0.00741694,0.0197848,0.0270187,0.0193915,0.005337,0.00763996,0.0406259,0.00383622,0.0115964,0.00510245,0.0140193,0.0243718,0.00923522,0.0109854,0.00579484,0.011785,0.016031,0.012143,0.00174709,0.00376256,0.0048494,0.00168453,0.00707126,0.00766692,0.00206474
399,0.0138874,0.0205519,0.0172167,0.00802717,0.00600421,0.00215066,0.0247469,0.00869478,0.0211817,0.01652,0.0100303,0.0204557,0.0191243,0.0121592,0.00790157,0.0132712,0.0110046,0.015558,0.00494312,0.0176722,0.00880894,0.0127015,0.0144476,0.0130629,0.00745572,0.0196696,0.027168,0.0193026,0.00518982,0.0076995,0.0406238,0.00398602,0.0111912,0.00511786,0.0144595,0.0243346,0.00904117,0.010989,0.00542681,0.0115224,0.0164118,0.0122703,0.00169764,0.00379129,0.00473003,0.00178143,0.00679548,0.00805025,0.00193128
400,0.0138547,0.0206166,0.017208,0.00806354,0.00593589,0.00205973,0.0246914,0.00865486,0.0210934,0.0164976,0.0102629,0.0204403,0.0190274,0.0121964,0.00799806,0.0134021,0.0111598,0.0156188,0.00493043,0.0175577,0.00877107,0.0126607,0.0143493,0.0130772,0.00750994,0.0196795,0.0273363,0.0193124,0.0051813,0.00777261,0.0406507,0.00400638,0.0107975,0.0050815,0.014876,0.024301,0.00888629,0.0110075,0.00508124,0.0112774,0.0167828,0.0122369,0.00161568,0.00390113,0.00465,0.00190427,0.00654622,0.00839466,0.0018869
401,0.0139674,0.0206971,0.0172003,0.00817235,0.00585248,0.00197201,0.0247404,0.00867381,0.0209804,0.0164871,0.0105432,0.0203797,0.0189255,0.0122489,0.00812007,0.0135552,0.0113293,0.0157085,0.00508632,0.0174775,0.00878791,0.0126628,0.0142897,0.0131191,0.00758103,0.0198144,0.0275218,0.0194209,0.00531139,0.00785257,0.040707,0.00389796,0.0104155,0.00499246,0.0152673,0.0242693,0.00876825,0.0110409,0.00475837,0.0110505,0.0171431,0.0120419,0.00150094,0.00408933,0.00461379,0.00205329,0.00632336,0.00869753,0.00192854
402,0.0140521,0.0207758,0.0171941,0.00826732,0.00577882,0.00190715,0.0247683,0.00867974,0.020874,0.0164742,0.0108164,0.0203267,0.0188316,0.0122986,0.00823843,0.0137027,0.0114965,0.015793,0.0052119,0.0173867,0.0087921,0.0126535,0.0142183,0.0131555,0.00765681,0.0199222,0.0277149,0.0195072,0.00541164,0.00794429,0.0407545,0.00381725,0.010029,0.00491366,0.0156626,0.0242397,0.00866005,0.0110726,0.00442625,0.0108161,0.0175135,0.0118799,0.00139684,0.00426738,0.0045755,0.00221538,0.00609017,0.00900554,0.00195434
