Timestep,C7,LANK,LASI,LBiceps,LClavicle,LD1M,LElbow,LForearm,LHEE,LKNE,LLCA,LMElbow,LMT5,LPSI,LSH1,LSH2,LSH3,LSTL,LShoulder,LTH1,LTH2,LTH3,LTHI,LTIB,LTOE,LWrist,RANK,RASI,RBiceps,RD1M,RElbow,RForearm,RHEE,RKNE,RLCA,RMElbow,RMT5,RPSI,RSH1,RSH2,RSTL,RShoulder,RTH1,RTH2,RTH3,RTHI,RTIB,RTOE,RWrist
159,0.0176109,0.0187206,0.0100292,0.00202791,0.0148549,0.00985225,0.0234928,0.00258602,0.0156786,0.00824438,0.0166011,0.0185632,0.0144767,0.0182631,0.00359309,0.00370651,0.00791154,0.0226327,0.00615046,0.0134092,0.00946116,0.0114387,0.010278,0.00190405,0.00750765,0.00581779,0.0333082,0.0179659,0.00789297,0.00596715,0.0428359,0.00324661,0.015409,0.0164758,0.0136722,0.0261881,0.0185494,0.0173854,0.00559856,0.00748027,0.0127598,0.0126756,0.0105175,0.0140317,0.0139096,0.0137042,0.00402111,0.0116362,0.011375
160,0.0175435,0.0187423,0.0100751,0.00200746,0.0147855,0.00978934,0.0236109,0.00243252,0.0156773,0.00835296,0.0165729,0.0184911,0.0145119,0.0181883,0.00354531,0.00361097,0.00781735,0.0225915,0.00622348,0.0134321,0.00949551,0.0115011,0.0102898,0.00190225,0.00754418,0.00597985,0.0333887,0.0180786,0.00796315,0.0059917,0.0427011,0.00312917,0.0154581,0.016404,0.0135732,0.0263243,0.0184583,0.0173463,0.00554331,0.00750446,0.0127323,0.0125774,0.0106151,0.0141847,0.013983,0.0138793,0.0039744,0.0115443,0.0114618
161,0.0175624,0.0187671,0.0100386,0.0020009,0.0147264,0.00971796,0.0238224,0.00216173,0.015669,0.00845898,0.0165492,0.0183888,0.0145617,0.0181416,0.00346442,0.00350886,0.00769595,0.022556,0.00641226,0.0135184,0.00961148,0.0116338,0.0103787,0.00194538,0.00757158,0.00624679,0.0334785,0.0182959,0.0081403,0.00600424,0.0426304,0.00306675,0.015469,0.0163237,0.0134946,0.026468,0.0183782,0.0173528,0.00549499,0.00752263,0.012731,0.0123221,0.0107316,0.0143637,0.014076,0.0140724,0.00395833,0.0114646,0.0116395
162,0.0175645,0.0187898,0.0100207,0.00201875,0.0146652,0.00964716,0.0240117,0.00191929,0.0156658,0.00856695,0.0165215,0.0182986,0.0146104,0.0180865,0.00339143,0.00341059,0.00757915,0.0225161,0.00657923,0.0135939,0.00971288,0.0117527,0.0104559,0.00198863,0.00760128,0.00649392,0.0335624,0.0184931,0.00830234,0.00602043,0.0425463,0.00300345,0.0154891,0.0162461,0.0134156,0.0266115,0.0182964,0.0173504,0.00544459,0.00754396,0.0127223,0.0120975,0.0108433,0.0145371,0.0141648,0.0142607,0.00393583,0.0113798,0.0117986
163,0.0174266,0.0188048,0.0101358,0.00201529,0.0145799,0.00958699,0.0240396,0.00186511,0.0156814,0.00867907,0.0164787,0.018266,0.0146398,0.0179786,0.00337359,0.00332352,0.00750433,0.0224588,0.00655227,0.0135689,0.00968789,0.0117594,0.010415,0.00197341,0.00764537,0.0065637,0.0336222,0.0185228,0.00829956,0.00605887,0.042356,0.00284592,0.0155739,0.0161845,0.013314,0.0267423,0.0182008,0.0172723,0.00538083,0.00757977,0.0126662,0.0121282,0.0109236,0.014667,0.01422,0.0144171,0.00386206,0.0112702,0.0118097
164,0.0172724,0.018818,0.010268,0.00201517,0.0144909,0.00952823,0.0240439,0.00183583,0.0157019,0.00879097,0.016431,0.018244,0.0146686,0.0178615,0.00336316,0.00323785,0.00743422,0.0223971,0.00649997,0.0135321,0.00964913,0.0117523,0.0103611,0.00195455,0.00769086,0.00660803,0.0336766,0.0185319,0.00827918,0.0061011,0.042152,0.00267743,0.0156668,0.0161264,0.0132132,0.0268711,0.0181042,0.0171847,0.0053157,0.0076197,0.0126027,0.0121937,0.0110007,0.0147911,0.0142708,0.0145691,0.00378159,0.0111555,0.0118026
165,0.0172056,0.0188341,0.0103188,0.00203599,0.0144134,0.00946232,0.0241422,0.00169122,0.0157153,0.00890003,0.0163879,0.018192,0.0147126,0.0177713,0.00331968,0.00314707,0.00733694,0.0223425,0.00656498,0.0135591,0.00969192,0.0118152,0.0103854,0.00198179,0.0077281,0.00676004,0.0337416,0.0186462,0.0083663,0.00613082,0.0420123,0.00256999,0.0157196,0.0160599,0.0131318,0.0270077,0.018017,0.0171432,0.00525751,0.00765382,0.012566,0.0121017,0.0110954,0.0149411,0.0143425,0.0147386,0.00373139,0.0110525,0.0118859
166,0.0172257,0.0188536,0.0102896,0.00208981,0.0143488,0.00938958,0.0243358,0.00143599,0.0157213,0.00900693,0.0163492,0.0181108,0.0147713,0.0177075,0.00324353,0.00305358,0.0072123,0.0222955,0.00675003,0.0136505,0.00981517,0.0119479,0.0104882,0.00205659,0.00775733,0.00702331,0.0338175,0.0188658,0.00856293,0.00614815,0.0419367,0.00253331,0.0157322,0.0159838,0.0130693,0.0271533,0.0179386,0.0171485,0.00520605,0.00768114,0.012556,0.0118507,0.0112063,0.0151163,0.0144353,0.0149253,0.00371184,0.0109612,0.0120594
167,0.01723,0.0188715,0.0102788,0.00215715,0.0142821,0.00931786,0.0245067,0.00121275,0.0157316,0.0091131,0.0163055,0.018041,0.01483,0.0176345,0.00317547,0.00296456,0.00709241,0.0222437,0.00691195,0.0137305,0.00992381,0.0120664,0.0105791,0.00212928,0.00778822,0.00726421,0.0338887,0.0190644,0.00874259,0.00616876,0.0418474,0.00249645,0.0157505,0.0159107,0.0130075,0.0272976,0.0178582,0.017145,0.00515291,0.00771208,0.0125391,0.0116331,0.0113118,0.0152855,0.0145237,0.0151072,0.00368588,0.0108658,0.012214
168,0.0170956,0.0188808,0.0103974,0.00216579,0.0141883,0.00925614,0.0245131,0.00116387,0.0157613,0.00921741,0.0162455,0.0180255,0.0148721,0.0175092,0.00316117,0.00288217,0.00701549,0.0221727,0.00687434,0.0137078,0.00990688,0.0120734,0.0105499,0.00213842,0.00783123,0.00731787,0.0339354,0.0190941,0.00875129,0.00621252,0.0416523,0.00234399,0.0158295,0.015856,0.0129258,0.0274253,0.0177664,0.0170663,0.00508802,0.00775825,0.012476,0.0116786,0.0113874,0.0154107,0.0145775,0.0152578,0.00360919,0.0107473,0.0122204
169,0.0169463,0.0188883,0.0105323,0.00217186,0.014091,0.00919565,0.0244951,0.00113846,0.0157952,0.0093194,0.0161804,0.0180194,0.0149139,0.0173768,0.00315371,0.00280144,0.00694381,0.0220969,0.00681101,0.0136727,0.00987601,0.012067,0.0105076,0.00214286,0.00787511,0.00734496,0.0339767,0.0191024,0.00874055,0.00626029,0.0414439,0.00217908,0.0159146,0.0158052,0.0128458,0.0275513,0.0176744,0.0169791,0.00502255,0.00780868,0.0124056,0.011761,0.0114593,0.0155301,0.0146276,0.0154041,0.00352583,0.010624,0.0122081
170,0.0168842,0.0188995,0.0105881,0.00221593,0.0140076,0.00912886,0.0245739,0.00100796,0.0158196,0.00942035,0.0161206,0.0179843,0.0149694,0.0172735,0.00311384,0.00272056,0.00684419,0.0220293,0.00686945,0.0137029,0.00992562,0.0121299,0.0105445,0.00219375,0.0079121,0.00748577,0.0340297,0.0192156,0.00883844,0.00629533,0.0412997,0.00209378,0.0159591,0.0157434,0.012784,0.0276868,0.0175901,0.0169387,0.00496401,0.0078523,0.0123625,0.0116847,0.011548,0.0156752,0.0146988,0.0155674,0.00347338,0.0105123,0.0122851
171,0.0169096,0.0189149,0.0105656,0.00230634,0.013939,0.00905628,0.024751,0.000786274,0.0158337,0.00952114,0.0160665,0.0179213,0.0150384,0.0172,0.00304295,0.00264225,0.00671639,0.0219699,0.00705151,0.0137991,0.0100554,0.0122621,0.0106607,0.00229181,0.00794266,0.0077427,0.0340939,0.0194338,0.00904615,0.00631697,0.0412199,0.00209988,0.0159631,0.0156705,0.0127396,0.0278322,0.0175128,0.0169452,0.00491116,0.00788767,0.0123473,0.011449,0.0116532,0.0158457,0.0147907,0.0157476,0.00345221,0.0104125,0.0124516
172,0.0169207,0.0189285,0.0105604,0.00240083,0.0138685,0.00898483,0.0249054,0.000616215,0.0158511,0.00962067,0.0160076,0.0178688,0.0151066,0.0171217,0.00298028,0.00256926,0.00659386,0.0219055,0.00720996,0.0138839,0.010171,0.0123801,0.0107646,0.00238576,0.00797488,0.0079751,0.0341524,0.01963,0.00923509,0.00634149,0.0411272,0.00210604,0.0159734,0.0156006,0.0126962,0.0279757,0.0174344,0.0169431,0.00485726,0.00792597,0.012327,0.0112504,0.0117551,0.0160096,0.0148786,0.0159227,0.0034249,0.0103091,0.0125989
173,0.0167948,0.0189336,0.0106803,0.00241301,0.013769,0.00892172,0.0248919,0.000574092,0.015888,0.00971404,0.0159311,0.0178676,0.0151578,0.0169956,0.00296936,0.00249558,0.00651457,0.0218199,0.00716504,0.0138653,0.0101616,0.0123871,0.0107473,0.00241371,0.00801688,0.00801182,0.0341854,0.0196551,0.00924939,0.00638867,0.0409292,0.00197182,0.0160437,0.0155513,0.0126372,0.0281002,0.0173463,0.0168655,0.00479455,0.00798098,0.0122631,0.0113212,0.0118307,0.0161285,0.0149307,0.0160666,0.00334721,0.0101844,0.0125972
174,0.0166551,0.0189372,0.0108157,0.00241969,0.0136666,0.0088597,0.0248548,0.000550601,0.0159284,0.009805,0.0158499,0.0178759,0.0152072,0.0168662,0.00296519,0.00242237,0.00644046,0.0217299,0.00709511,0.0138346,0.010138,0.0123802,0.0107172,0.00243599,0.00806004,0.00802126,0.0342126,0.0196576,0.00924349,0.00643915,0.040718,0.00182475,0.0161207,0.015506,0.0125805,0.0282223,0.017258,0.0167795,0.00473181,0.00803948,0.0121948,0.0114314,0.0119049,0.0162412,0.0149774,0.0162057,0.00326382,0.0100565,0.0125764
175,0.0166032,0.0189449,0.0108744,0.00247568,0.0135801,0.00879263,0.0249174,0.000469404,0.0159585,0.00989757,0.0157756,0.0178569,0.0152678,0.0167699,0.00293067,0.00235521,0.00633805,0.0216496,0.00715048,0.0138706,0.0101943,0.0124423,0.0107667,0.00250448,0.00809801,0.00814897,0.0342512,0.0197642,0.00934762,0.00647604,0.0405713,0.00177871,0.0161596,0.0154478,0.0125399,0.0283555,0.0171753,0.0167407,0.00467515,0.00808876,0.0121559,0.011383,0.0119963,0.0163795,0.0150449,0.0163608,0.00321237,0.00994057,0.0126453
176,0.016639,0.0189577,0.0108579,0.00258579,0.0135106,0.00872022,0.0250809,0.000418613,0.0159783,0.0099934,0.015709,0.0178119,0.0153388,0.0167069,0.00286778,0.00229929,0.00620754,0.0215807,0.00733236,0.0139743,0.0103297,0.012573,0.0108959,0.0026187,0.00813138,0.00839656,0.0343015,0.0199753,0.00956227,0.0064993,0.0404892,0.00184333,0.0161613,0.015376,0.0125141,0.0284994,0.0170973,0.0167487,0.00462339,0.00812839,0.0121463,0.0111757,0.0121044,0.016543,0.0151333,0.0165317,0.00319322,0.00983658,0.0128034
177,0.0166613,0.0189691,0.0108584,0.00269337,0.01344,0.00864868,0.0252222,0.000495731,0.0160026,0.0100883,0.0156378,0.0177779,0.0154072,0.0166419,0.00281333,0.00224916,0.00608224,0.0215084,0.00749053,0.0140668,0.0104499,0.0126899,0.0110123,0.00272726,0.00816626,0.00861761,0.0343462,0.0201637,0.00975712,0.00652602,0.0403944,0.00190381,0.0161706,0.0153072,0.0124903,0.0286408,0.0170175,0.0167481,0.00457038,0.00817017,0.0121334,0.0110075,0.0122109,0.0167,0.0152158,0.0166969,0.00316847,0.00973023,0.0129422
178,0.0165484,0.0189715,0.0109793,0.0027061,0.0133395,0.00858483,0.0251932,0.000493099,0.0160496,0.0101735,0.0155473,0.017794,0.0154583,0.016531,0.00280658,0.00218655,0.00600022,0.0214157,0.00744224,0.0140543,0.0104468,0.0126959,0.0110067,0.00276855,0.00820927,0.0086369,0.0343639,0.0201792,0.00977625,0.00657623,0.0401955,0.001804,0.0162399,0.0152615,0.0124546,0.0287617,0.0169291,0.0166722,0.00451025,0.00822838,0.0120791,0.0111107,0.0122939,0.0168113,0.0152609,0.0168315,0.00309338,0.00960474,0.0129316
179,0.0164225,0.0189724,0.0111154,0.00271266,0.013237,0.00852261,0.0251404,0.00048241,0.0161023,0.0102564,0.0154522,0.0178197,0.0155071,0.0164175,0.00280581,0.00212359,0.00592294,0.0213204,0.00736878,0.0140294,0.0104298,0.0126882,0.0109883,0.00280318,0.00825376,0.0086289,0.0343759,0.0201719,0.00977552,0.00663012,0.039984,0.00169336,0.0163172,0.0152202,0.0124218,0.02888,0.0168393,0.0165888,0.00444989,0.00828948,0.0120213,0.0112531,0.0123754,0.0169155,0.0153005,0.0169608,0.00301292,0.00947698,0.0129006
180,0.0163846,0.0189785,0.0111784,0.00277524,0.0131526,0.0084565,0.0251904,0.000560583,0.0161458,0.010344,0.0153655,0.0178199,0.0155653,0.016336,0.00277862,0.00207654,0.00581752,0.0212377,0.00742244,0.0140724,0.0104911,0.0127487,0.0110497,0.00288259,0.00829456,0.00874243,0.0344008,0.0202696,0.00988496,0.0066708,0.0398371,0.00169665,0.0163578,0.0151649,0.012403,0.0290094,0.0167525,0.0165522,0.00439299,0.00834,0.0119914,0.0112359,0.0124729,0.0170449,0.0153605,0.0171056,0.00296451,0.00936157,0.0129592
181,0.0164342,0.0189895,0.0111699,0.00289514,0.0130868,0.0083862,0.025344,0.000755443,0.0161801,0.0104381,0.0152871,0.0177953,0.0156328,0.0162851,0.00272728,0.00205132,0.0056845,0.0211681,0.00760333,0.0141832,0.0106299,0.0128777,0.0111911,0.00300654,0.00833192,0.00897846,0.0344385,0.0204719,0.010104,0.00669806,0.0397558,0.00181396,0.0163618,0.015094,0.0123973,0.0291499,0.0166681,0.0165618,0.00433829,0.00837941,0.0119895,0.0110607,0.0125848,0.0171999,0.0154414,0.0172653,0.00294853,0.00925838,0.0131074
182,0.0164709,0.0189994,0.011179,0.00300986,0.0130203,0.00831734,0.0254752,0.000948668,0.0162202,0.0105306,0.015204,0.0177809,0.0156982,0.0162297,0.00268454,0.00203282,0.00555658,0.0210954,0.00775874,0.0142817,0.0107538,0.0129926,0.0113195,0.00312342,0.00837083,0.00918807,0.0344711,0.0206513,0.010302,0.00672848,0.0396627,0.00191955,0.0163722,0.0150263,0.012394,0.029287,0.016581,0.0165634,0.00428154,0.00842069,0.0119826,0.0109251,0.0126933,0.0173475,0.0155166,0.0174192,0.0029271,0.00915343,0.0132355
183,0.0163737,0.0190002,0.011304,0.00302615,0.0129228,0.00825564,0.0254333,0.000961649,0.0162847,0.0106092,0.0151003,0.0178131,0.0157487,0.0161267,0.00268409,0.00198756,0.00547197,0.0210004,0.0077062,0.014273,0.0107554,0.012997,0.0113257,0.00317278,0.00841553,0.00919226,0.0344777,0.0206581,0.0103228,0.00678004,0.0394663,0.00186106,0.0164383,0.014985,0.0123819,0.0294009,0.016486,0.0164914,0.00421823,0.00847852,0.0119329,0.0110584,0.0127774,0.0174494,0.0155534,0.0175429,0.0028555,0.00903032,0.0132131
184,0.0162639,0.0189996,0.0114437,0.00303664,0.0128238,0.0081957,0.0253683,0.000956743,0.0163544,0.0106846,0.0149913,0.0178533,0.0157974,0.0160186,0.00268866,0.00194081,0.00539221,0.020902,0.00762808,0.0142515,0.0107432,0.0129877,0.0113187,0.00321476,0.00846078,0.00916846,0.0344804,0.0206418,0.0103227,0.00683292,0.0392582,0.00179429,0.0165088,0.0149486,0.0123729,0.0295106,0.0163887,0.0164115,0.00415372,0.00853822,0.0118774,0.0112284,0.0128583,0.0175445,0.0155843,0.0176614,0.00277835,0.00890547,0.0131702
185,0.0162409,0.0190043,0.0115135,0.00310473,0.0127444,0.00813293,0.0254087,0.00106194,0.016413,0.0107675,0.0148913,0.0178676,0.0158552,0.015939,0.0026706,0.0019212,0.00528467,0.0208161,0.00767616,0.0142982,0.010808,0.0130463,0.0113911,0.00329995,0.00850343,0.00926878,0.0344978,0.0207304,0.0104314,0.00687033,0.0391154,0.00183663,0.0165404,0.0148957,0.0123755,0.0296313,0.0162926,0.016378,0.00409063,0.00858612,0.0118476,0.0112405,0.0129517,0.0176649,0.0156362,0.0177952,0.00273323,0.0087926,0.0132169
186,0.0163047,0.019014,0.0115152,0.00322908,0.0126852,0.00806748,0.0255553,0.00127835,0.0164593,0.0108591,0.0148002,0.0178567,0.0159214,0.0158875,0.002633,0.00193568,0.00514985,0.0207428,0.00785013,0.014413,0.0109485,0.0131731,0.011543,0.00342839,0.00854375,0.00949445,0.0345302,0.0209242,0.010648,0.00689164,0.0390382,0.00198079,0.0165332,0.0148252,0.0123888,0.0297626,0.0161975,0.0163909,0.00402813,0.00862151,0.011844,0.0110974,0.0130575,0.0178103,0.0157095,0.0179436,0.00272056,0.00869186,0.0133536
187,0.0163554,0.019022,0.0115343,0.0033457,0.0126253,0.00800371,0.0256794,0.00147538,0.0165094,0.0109483,0.0147038,0.0178537,0.015986,0.0158308,0.0026035,0.0019549,0.00502044,0.0206638,0.00799775,0.0145155,0.0110736,0.0132858,0.0116816,0.00354931,0.00858492,0.00969257,0.0345593,0.0210953,0.0108418,0.00691146,0.0389494,0.00210914,0.0165281,0.0147584,0.0124036,0.0298891,0.0160994,0.0163961,0.00396312,0.00865729,0.0118359,0.0109935,0.0131587,0.017948,0.0157766,0.018086,0.00270266,0.00859023,0.0134702
188,0.016273,0.019021,0.0116637,0.00336586,0.0125332,0.00794649,0.025628,0.00148759,0.0165832,0.0110194,0.0145854,0.0178932,0.0160372,0.0157277,0.00260746,0.00193082,0.00493381,0.0205587,0.0079363,0.0145099,0.0110782,0.0132877,0.0116981,0.00360182,0.0086296,0.00968167,0.0345629,0.0210926,0.0108583,0.00694728,0.0387581,0.00208568,0.0165733,0.0147209,0.012412,0.0299904,0.0159948,0.0163282,0.00389326,0.00870873,0.0117869,0.0111525,0.013236,0.01804,0.0158045,0.0181986,0.00263456,0.00847255,0.0134353
189,0.0161782,0.019019,0.0118068,0.00338013,0.0124401,0.00789025,0.0255533,0.00148092,0.0166604,0.0110867,0.0144625,0.0179392,0.0160863,0.0156206,0.00261495,0.00190342,0.00485236,0.0204474,0.00784946,0.0144918,0.0110687,0.0132755,0.0117011,0.00364593,0.00867482,0.00964265,0.0345628,0.0210661,0.010853,0.0069812,0.0385555,0.00205531,0.0166195,0.0146884,0.0124227,0.0300871,0.0158877,0.0162527,0.0038226,0.00876134,0.0117328,0.0113469,0.0133105,0.0181251,0.0158266,0.0183062,0.00256061,0.00835373,0.0133802
190,0.0161696,0.0190223,0.0118829,0.00344882,0.0123673,0.00783086,0.0255863,0.00158366,0.0167236,0.0111632,0.0143495,0.0179598,0.0161432,0.0155431,0.00260477,0.00191433,0.00474372,0.0203477,0.0078891,0.0145428,0.0111345,0.0133313,0.0117831,0.00373311,0.00871819,0.00972958,0.0345778,0.0211443,0.0109552,0.00699825,0.0384185,0.00211963,0.0166257,0.0146372,0.0124414,0.0301956,0.0157812,0.0162233,0.00375278,0.0088013,0.0117056,0.0113875,0.013397,0.0182353,0.0158701,0.0184282,0.00251885,0.00824646,0.0134158
191,0.0162457,0.0190308,0.011894,0.0035689,0.0123147,0.0077685,0.0257272,0.00179402,0.016772,0.0112498,0.0142465,0.017956,0.0162073,0.0154946,0.00258029,0.00196823,0.00460794,0.0202594,0.00805479,0.014663,0.011275,0.0134543,0.0119438,0.00386319,0.00875995,0.00994271,0.0346085,0.0213276,0.0111638,0.00699826,0.0383469,0.00226988,0.0165925,0.0145666,0.0124677,0.0303162,0.0156744,0.0162393,0.00368306,0.00882832,0.0117057,0.0112772,0.0134954,0.0183703,0.0159352,0.0185642,0.00250929,0.00815119,0.0135426
192,0.0163081,0.019038,0.0119205,0.00368015,0.0122614,0.00770663,0.0258455,0.00198335,0.0168237,0.0113335,0.0141389,0.0179597,0.0162693,0.0154434,0.00256216,0.00202306,0.00447732,0.0201646,0.00819499,0.0147709,0.0114004,0.0135622,0.0120907,0.00398525,0.00880204,0.0101276,0.0346355,0.0214869,0.011349,0.0069967,0.038264,0.00240419,0.0165601,0.0144998,0.0124949,0.0304321,0.0155645,0.0162469,0.00361135,0.00885589,0.0117025,0.0112051,0.0135903,0.0184982,0.015994,0.0186945,0.00249381,0.00805592,0.0136492
193,0.0162395,0.0190359,0.0120524,0.00370025,0.0121758,0.00764864,0.0257866,0.00199236,0.016901,0.0113948,0.0140082,0.018005,0.0163185,0.0153496,0.00256756,0.00201943,0.00438941,0.0200414,0.00812886,0.0147702,0.0114058,0.0135593,0.0121162,0.00403905,0.00884625,0.0101015,0.0346349,0.0214712,0.0113585,0.00701122,0.0380797,0.00240503,0.0165754,0.0144653,0.0125166,0.0305229,0.0154498,0.0161829,0.00353646,0.00889953,0.0116603,0.0113855,0.0136642,0.01858,0.0160132,0.0187957,0.00242728,0.00794681,0.013603
194,0.0161585,0.0190327,0.0121976,0.00371463,0.0120894,0.00759029,0.0257045,0.0019825,0.0169823,0.0114514,0.0138728,0.0180576,0.0163652,0.0152543,0.00257475,0.00201073,0.0043069,0.0199111,0.0080389,0.014757,0.0113968,0.0135419,0.0121281,0.00408436,0.00889005,0.0100468,0.0346294,0.0214317,0.0113467,0.00702579,0.0378842,0.00240002,0.0165929,0.0144367,0.0125389,0.0306101,0.0153332,0.0161115,0.00346129,0.00894428,0.0116147,0.0115983,0.0137362,0.0186545,0.016026,0.0188918,0.00235504,0.00783792,0.0135362
195,0.0161617,0.0190355,0.0122784,0.00377902,0.012024,0.00752972,0.0257311,0.00207912,0.0170487,0.0115193,0.0137482,0.0180864,0.0164177,0.0151887,0.00257,0.00204783,0.0041975,0.0197937,0.00807595,0.0148137,0.0114616,0.0135917,0.012218,0.00417236,0.00893236,0.0101193,0.0346385,0.0214973,0.0114407,0.00702687,0.0377538,0.00247377,0.0165741,0.014388,0.0125665,0.0307102,0.0152167,0.0160853,0.00338564,0.00897629,0.0115959,0.0116615,0.0138207,0.0187543,0.0160604,0.0190022,0.00231494,0.00774064,0.0135608
196,0.0162483,0.0190438,0.0122962,0.00389071,0.0119788,0.00746717,0.0258676,0.00227985,0.0171001,0.0115995,0.0136349,0.0180917,0.0164757,0.0151526,0.00255655,0.00213346,0.00406152,0.0196899,0.0082396,0.0149402,0.0115999,0.0137084,0.012385,0.00430321,0.00897333,0.0103193,0.0346628,0.0216684,0.0116394,0.00701543,0.0376887,0.00261879,0.0165207,0.0143177,0.0125992,0.0308235,0.0150993,0.0161035,0.00330927,0.00899622,0.011604,0.0115781,0.0139172,0.018879,0.0161165,0.0191261,0.00230721,0.0076554,0.013677
197,0.0163211,0.0190509,0.0123287,0.00399391,0.0119326,0.00740561,0.0259817,0.00245922,0.0171559,0.011676,0.0135164,0.0181047,0.0165317,0.0151137,0.00254821,0.00221614,0.00393116,0.0195798,0.00837861,0.0150541,0.0117229,0.0138103,0.0125376,0.0044254,0.0090138,0.0104906,0.0346816,0.0218159,0.011815,0.00700522,0.037613,0.00274932,0.0164716,0.0142518,0.0126334,0.0309331,0.0149799,0.0161135,0.00323162,0.0090179,0.011609,0.0115296,0.0140104,0.0189961,0.0161662,0.0192443,0.00229322,0.00757113,0.0137725
198,0.016265,0.0190489,0.0124618,0.00401548,0.0118547,0.00734832,0.0259162,0.00246373,0.0172397,0.0117265,0.0133742,0.0181586,0.0165769,0.0150329,0.00255353,0.00223006,0.00384287,0.0194403,0.00831524,0.0150584,0.0117275,0.0138009,0.0125692,0.00447921,0.00905393,0.0104497,0.0346708,0.021787,0.0118166,0.00701182,0.0374369,0.00276428,0.0164723,0.0142217,0.012665,0.0310173,0.0148572,0.0160529,0.00315138,0.00905621,0.0115759,0.0117209,0.0140832,0.0190669,0.0161756,0.0193343,0.00222779,0.00747473,0.0137139
199,0.0161966,0.0190463,0.0126076,0.00403392,0.0117765,0.00729305,0.0258273,0.00244983,0.0173281,0.011771,0.0132275,0.0182195,0.0166198,0.0149492,0.00255918,0.00223739,0.00375939,0.0192953,0.00822955,0.0150498,0.0117177,0.0137766,0.0125873,0.00452469,0.00909329,0.0103807,0.0346548,0.0217339,0.0117966,0.00702006,0.0372508,0.00277366,0.0164793,0.0141977,0.0126981,0.0310978,0.014733,0.015985,0.00307072,0.00909598,0.0115397,0.0119414,0.0141537,0.0191305,0.0161787,0.019419,0.00215685,0.00737953,0.013634
200,0.0162103,0.0190495,0.0126912,0.00409832,0.0117187,0.00723823,0.0258487,0.00253943,0.0174007,0.0118286,0.0130928,0.0182561,0.0166678,0.0148932,0.00255826,0.00229436,0.00364891,0.0191649,0.00826875,0.0151108,0.0117806,0.0138195,0.0126818,0.00461285,0.00913127,0.0104408,0.0346542,0.0217869,0.0118808,0.00701824,0.0371296,0.00284883,0.0164557,0.014152,0.0127361,0.0311904,0.0146079,0.0159612,0.00298975,0.00912363,0.0115303,0.0120162,0.0142353,0.0192189,0.0162037,0.0195175,0.00211852,0.00729626,0.0136458
201,0.0163053,0.0190584,0.0127145,0.0042043,0.0116809,0.00718429,0.0259814,0.00273001,0.0174572,0.0119008,0.01297,0.0182683,0.0167203,0.0148627,0.00255488,0.00240189,0.00351269,0.01905,0.00843099,0.0152411,0.0119155,0.0139297,0.0128524,0.00474357,0.00916773,0.0106296,0.0346688,0.021947,0.0120688,0.00700646,0.0370727,0.0029832,0.0164016,0.0140834,0.0127782,0.031295,0.0144811,0.0159808,0.00290773,0.00913902,0.0115479,0.0119489,0.0143272,0.0193327,0.0162506,0.0196288,0.00211305,0.00722479,0.0137497
