Timestep,C7,LANK,LASI,LBiceps,LClavicle,LD1M,LElbow,LForearm,LHEE,LKNE,LLCA,LMAnkle,LMElbow,LMKnee,LMT5,LPSI,LSH1,LSH2,LSH3,LSTL,LShoulder,LTH1,LTH2,LTH3,LTHI,LTIB,LTOE,LWrist,RANK,RASI,RBiceps,RD1M,RElbow,RForearm,RHEE,RKNE,RLCA,RMAnkle,RMElbow,RMKnee,RMT5,RPSI,RSH1,RSH2,RSTL,RShoulder,RTH1,RTH2,RTH3,RTHI,RTIB,RTOE,RWrist
249,0.0438837,0.0204927,0.0173508,0.0251775,0.047827,0.00779912,0.0249878,0.0130059,0.0128794,0.0187518,0.00828724,0.00954009,0.00567972,0,0.0196649,0.0832523,0.00995981,0.00820932,0.00289629,0.00401629,0.0295493,0.0282887,0.0308255,0.0314946,0.0265337,0.0147173,0.0164377,0.0140653,0.0190606,0.024336,0.0134786,0.00600108,0.0221058,0.0115632,0.0117414,0.0174017,0.017262,0.0180158,0.0239429,0,0.0103806,0.0698811,0.00381989,0.00707141,0.00978459,0.0221184,0.01714,0.0228856,0.0189155,0.0205304,0.00347421,0.014262,0.0196143
250,0.0438021,0.0204803,0.0174134,0.0252161,0.0477825,0.00785169,0.0250699,0.0130653,0.0129921,0.0187636,0.00826383,0.0096875,0.00554909,0,0.0197871,0.083202,0.0100483,0.00829348,0.00301854,0.00417493,0.0295624,0.028323,0.0308306,0.0315102,0.0265681,0.0147949,0.0165468,0.0139998,0.0189352,0.0244168,0.0135535,0.00597559,0.0220716,0.0116273,0.0118146,0.0174185,0.0172392,0.0179761,0.0240259,0,0.0104709,0.0697947,0.00381164,0.0069934,0.00970951,0.0220783,0.0171851,0.0229248,0.0189328,0.020591,0.00342723,0.0143929,0.0196346
251,0.0437581,0.0204675,0.0175249,0.0251176,0.0477504,0.00789997,0.0250983,0.0130351,0.0130664,0.0188322,0.00824522,0.00981859,0.0055276,0,0.0198977,0.0831639,0.0101526,0.00841987,0.00314188,0.00430537,0.0294665,0.0284284,0.0309094,0.0315947,0.0266814,0.0149059,0.0166511,0.0140222,0.0188194,0.0245477,0.0136923,0.00595233,0.0221826,0.0117839,0.0118608,0.0174064,0.0171941,0.0179407,0.0241937,0,0.0105761,0.0697211,0.0037916,0.00689532,0.00963319,0.0218728,0.017235,0.0229941,0.0189714,0.0206685,0.0033931,0.0145383,0.0197466
252,0.0437062,0.0204551,0.0176296,0.0250418,0.0477151,0.00794658,0.0251384,0.0130217,0.0131473,0.0188907,0.00823076,0.00995242,0.00550015,0,0.0200073,0.083122,0.0102538,0.00853512,0.0032628,0.00444321,0.0293892,0.0285183,0.0309735,0.0316647,0.0267779,0.0150091,0.0167528,0.0140259,0.0186961,0.0246679,0.013818,0.00593459,0.0222625,0.0119178,0.0119141,0.0173973,0.017151,0.017902,0.0243418,0,0.0106847,0.0696447,0.00377663,0.00679905,0.0095559,0.0217027,0.0172772,0.0230504,0.0189983,0.0207346,0.00335744,0.0146776,0.0198369
253,0.0435929,0.020446,0.0176573,0.025176,0.0476569,0.00799728,0.0252657,0.0131491,0.0132899,0.0188591,0.00822451,0.0101119,0.00531734,0,0.0201297,0.0830589,0.0103302,0.0085774,0.00337568,0.00463307,0.0294785,0.0284911,0.0309189,0.0316225,0.0267445,0.0150556,0.0168551,0.0138887,0.0185451,0.0247048,0.0138362,0.00592494,0.0221037,0.0118944,0.0120142,0.0174259,0.0171392,0.0178495,0.0243493,0,0.010781,0.0695467,0.00378407,0.00673011,0.00947817,0.0218016,0.0172958,0.0230419,0.018975,0.0207566,0.00330102,0.0147877,0.0197734
254,0.0434728,0.0204388,0.0176761,0.025333,0.0475954,0.0080483,0.0254052,0.0132943,0.0134396,0.0188171,0.00822637,0.0102753,0.00512246,0,0.0202515,0.082993,0.0104034,0.00860925,0.00348623,0.00483255,0.0295867,0.0284486,0.0308493,0.0315668,0.0266942,0.0150943,0.0169548,0.0137364,0.0183865,0.0247306,0.0138411,0.00592102,0.0219142,0.0118514,0.0121222,0.0174558,0.0171301,0.0177936,0.0243396,0,0.0108794,0.0694458,0.00379639,0.0066643,0.00940071,0.0219344,0.0173064,0.0230196,0.0189402,0.0207675,0.00324305,0.0148919,0.01969
255,0.04339,0.0204301,0.0177453,0.0253526,0.0475466,0.00809356,0.0254901,0.013349,0.0135497,0.0188327,0.00823129,0.0104216,0.00504302,0,0.020361,0.082939,0.0104917,0.00868301,0.00359734,0.00500178,0.0295861,0.0284772,0.0308537,0.0315799,0.0267232,0.0151666,0.017049,0.0136705,0.0182368,0.024807,0.0139094,0.00592119,0.021871,0.0119004,0.0122045,0.0174571,0.0170989,0.0177425,0.0244135,0,0.0109935,0.0693571,0.00379925,0.00657887,0.00932353,0.0219022,0.0173216,0.0230274,0.0189263,0.0207947,0.00319996,0.01501,0.019698
256,0.0433442,0.020419,0.0178675,0.0252349,0.0475108,0.00813166,0.0255206,0.0133128,0.013619,0.0189061,0.00823629,0.0105496,0.00508528,0,0.0204575,0.0828963,0.0105945,0.00879824,0.0037086,0.00513923,0.029476,0.0285767,0.0309316,0.0316618,0.0268316,0.0152728,0.0171369,0.0136882,0.018096,0.0249343,0.0140414,0.00592599,0.0219743,0.0120402,0.0122615,0.0174304,0.0170453,0.0176967,0.0245697,0,0.0111237,0.0692805,0.00379283,0.00647356,0.00924592,0.0217052,0.0173406,0.0230658,0.0189337,0.0208373,0.00317237,0.0151416,0.0197963
257,0.0432911,0.0204088,0.0179828,0.0251401,0.0474719,0.0081688,0.025563,0.0132938,0.0136955,0.0189694,0.0082464,0.0106806,0.00512017,0,0.0205536,0.08285,0.0106941,0.00890176,0.00381671,0.00528472,0.0293843,0.0286605,0.030995,0.0317297,0.0269227,0.0153709,0.0172214,0.0136882,0.0179472,0.0250507,0.0141597,0.00593625,0.0220468,0.0121584,0.0123258,0.0174061,0.0169942,0.0176469,0.0247065,0,0.0112564,0.0692012,0.00379229,0.00637102,0.00916785,0.0215432,0.0173514,0.023091,0.0189295,0.0208686,0.00314456,0.0152663,0.0198731
258,0.0431772,0.0204053,0.0180158,0.0252554,0.0474102,0.00821502,0.0256933,0.0134178,0.0138365,0.0189412,0.0082725,0.0108396,0.00498279,0,0.0206643,0.0827836,0.0107686,0.00893336,0.00391799,0.00548785,0.0294604,0.0286271,0.0309399,0.0316857,0.0268837,0.0154115,0.0173074,0.0135549,0.0177708,0.0250822,0.014171,0.00595199,0.0218802,0.0121236,0.0124357,0.0174175,0.0169747,0.0175821,0.024707,0,0.0113738,0.0691016,0.00381361,0.00629828,0.00909084,0.0216488,0.0173384,0.0230502,0.0188736,0.0208564,0.00309497,0.015361,0.0198001
259,0.0430563,0.0204045,0.0180396,0.0253936,0.0473456,0.00826237,0.025835,0.0135598,0.0139854,0.0189015,0.00830802,0.0110018,0.00483267,0,0.0207754,0.0827144,0.0108397,0.00895459,0.00401755,0.00570081,0.0295558,0.0285782,0.03087,0.0316279,0.0268279,0.015444,0.0173908,0.0134079,0.0175868,0.0251023,0.0141694,0.00597294,0.0216829,0.0120702,0.0125536,0.0174304,0.0169584,0.0175138,0.024691,0,0.0114929,0.0689993,0.00384132,0.00622928,0.0090153,0.0217885,0.0173173,0.0229955,0.0188057,0.0208331,0.00304469,0.0154486,0.0197087
260,0.0429726,0.0204006,0.0181179,0.0253944,0.0472934,0.00830126,0.0259217,0.0136098,0.014092,0.0189203,0.00834129,0.0111451,0.00481081,0,0.0208729,0.0826563,0.0109249,0.00901615,0.00411619,0.00587998,0.0295412,0.0286002,0.0308736,0.0316391,0.0268516,0.0155098,0.0174662,0.013343,0.0174117,0.0251738,0.0142311,0.00600033,0.0216329,0.0121076,0.0126474,0.0174163,0.0169199,0.0174523,0.0247559,0,0.0116292,0.0689086,0.00386232,0.0061407,0.00894078,0.0217632,0.0173,0.0229714,0.018759,0.0208254,0.00301241,0.0155492,0.0197069
261,0.0429256,0.0203925,0.0182531,0.0252583,0.0472539,0.00833047,0.0259539,0.0135675,0.0141556,0.0189985,0.008369,0.0112685,0.00492242,0,0.0209561,0.0826092,0.0110236,0.00911753,0.0042135,0.00602425,0.0294163,0.0286936,0.0309509,0.0317192,0.0269543,0.015609,0.0175331,0.0133574,0.0172448,0.0252969,0.0143562,0.00603477,0.0217308,0.0122339,0.0127174,0.0173756,0.016859,0.0173976,0.0249006,0,0.011783,0.0688292,0.00387681,0.00603214,0.00886715,0.0215733,0.0172862,0.0229785,0.0187336,0.0208333,0.00299956,0.0156623,0.0197929
262,0.0428709,0.0203857,0.0183813,0.0251454,0.047212,0.00835971,0.0259978,0.0135432,0.0142266,0.0190654,0.00840257,0.0113941,0.00502753,0,0.0210391,0.0825586,0.0111184,0.00920767,0.00430799,0.00617712,0.0293102,0.0287714,0.0310139,0.0317849,0.0270397,0.0157001,0.0175965,0.0133555,0.0170706,0.0254092,0.014468,0.00607434,0.0217981,0.0123397,0.0127952,0.0173372,0.0168009,0.0173389,0.0250272,0,0.0119383,0.0687472,0.00389809,0.0059274,0.00879442,0.0214177,0.0172641,0.0229723,0.0186965,0.0208299,0.00298819,0.0157682,0.0198587
263,0.042756,0.0203891,0.0184212,0.0252429,0.0471479,0.00840243,0.0261287,0.0136634,0.0143654,0.0190384,0.00845967,0.0115508,0.00495122,0,0.0211395,0.0824888,0.0111885,0.00922748,0.00439788,0.00639261,0.0293726,0.0287314,0.0309584,0.0317387,0.0269948,0.0157338,0.0176623,0.0132278,0.0168696,0.0254346,0.0144734,0.00611531,0.0216254,0.0122975,0.0129164,0.0173326,0.0167749,0.0172641,0.0250214,0,0.0120763,0.068646,0.0039404,0.00585504,0.00872428,0.0215286,0.0172193,0.0228993,0.0186067,0.0207831,0.00295391,0.015843,0.019779
264,0.0426342,0.0203958,0.0184512,0.0253635,0.047081,0.00844744,0.0262703,0.0138011,0.0145126,0.0190002,0.0085264,0.0117115,0.00486051,0,0.0212404,0.0824164,0.0112544,0.00923679,0.00448617,0.00661815,0.029454,0.0286755,0.0308883,0.031678,0.0269332,0.0157587,0.0177244,0.0130876,0.016661,0.0254479,0.014466,0.00616056,0.0214223,0.0122374,0.0130452,0.0173292,0.0167523,0.017186,0.0249996,0,0.0122155,0.0685429,0.00398952,0.00578862,0.00865736,0.0216733,0.0171661,0.0228128,0.0185043,0.0207254,0.00292079,0.01591,0.0196814
265,0.0425492,0.0203974,0.0185407,0.0253468,0.0470268,0.00848174,0.0263569,0.0138458,0.014616,0.0190209,0.00858594,0.0118505,0.0048989,0,0.0213268,0.0823549,0.0113336,0.00928539,0.00457181,0.00680716,0.0294253,0.0286912,0.0308918,0.0316867,0.0269509,0.0158171,0.0177778,0.0130249,0.0164615,0.0255135,0.0145217,0.00621384,0.0213676,0.0122661,0.0131522,0.0173002,0.0167076,0.0171156,0.0250569,0,0.0123723,0.0684506,0.00403452,0.00570292,0.00859255,0.0216536,0.0171159,0.0227578,0.0184236,0.0206832,0.00290948,0.0159896,0.0196712
266,0.0425006,0.0203927,0.0186915,0.0251933,0.0469852,0.00850404,0.0263894,0.0137978,0.0146742,0.0191014,0.00863472,0.0119669,0.00506521,0,0.0213978,0.0823034,0.0114257,0.00937304,0.00465455,0.00695798,0.0292858,0.0287782,0.0309689,0.0317647,0.027048,0.0159091,0.0178212,0.0130375,0.0162711,0.0256317,0.0146401,0.00627589,0.0214617,0.0123812,0.0132374,0.0172459,0.0166401,0.0170537,0.0251916,0,0.0125472,0.0683684,0.00407627,0.00559727,0.00852986,0.0214702,0.0170684,0.022734,0.0183647,0.0206566,0.00292056,0.0160814,0.0197469
267,0.0424444,0.0203896,0.0188347,0.0250631,0.0469409,0.00852745,0.0264333,0.0137673,0.0147399,0.0191702,0.00868937,0.0120861,0.00520952,0,0.0214685,0.0822486,0.0115135,0.00944923,0.00473486,0.00711747,0.0291654,0.0288496,0.0310311,0.0318286,0.0271277,0.0159925,0.0178607,0.013035,0.0160738,0.0257381,0.0147454,0.0063419,0.0215258,0.0124769,0.0133302,0.0171941,0.016576,0.0169886,0.0253083,0,0.0127229,0.0682835,0.00412542,0.00549701,0.00847066,0.0213208,0.0170125,0.0226974,0.0182937,0.0206193,0.00293461,0.0161656,0.0198031
268,0.0423286,0.0203999,0.0188836,0.0251444,0.046875,0.00856947,0.0265627,0.0138818,0.014877,0.0191436,0.00877454,0.0122391,0.00515146,0,0.0215593,0.0821757,0.0115764,0.00945602,0.00481355,0.00734293,0.0292145,0.0288026,0.0309751,0.0317803,0.0270774,0.0160177,0.0179045,0.0129139,0.0158509,0.0257563,0.0147455,0.00640525,0.0213491,0.0124296,0.0134641,0.0171752,0.0165449,0.0169062,0.0252968,0,0.0128789,0.0681811,0.00419265,0.00543183,0.00841627,0.0214364,0.0169352,0.0225934,0.0181693,0.0205392,0.00292562,0.0162177,0.0197179
269,0.0422062,0.0204139,0.0189217,0.025249,0.0468067,0.00861493,0.0267022,0.0140136,0.0150225,0.0191054,0.00886969,0.0123957,0.00506722,0,0.0216511,0.0821006,0.0116355,0.0094523,0.00489124,0.0075787,0.0292827,0.02874,0.0309051,0.0317174,0.0270101,0.0160343,0.0179451,0.0127814,0.0156221,0.0257626,0.0147329,0.00647229,0.0211425,0.0123659,0.0136058,0.0171581,0.0165171,0.0168212,0.0252699,0,0.0130361,0.068077,0.0042668,0.00537418,0.00836651,0.0215855,0.0168509,0.0224755,0.0180322,0.0204485,0.00291942,0.0162617,0.0196156
270,0.0421199,0.0204207,0.0190233,0.0252169,0.0467509,0.00864715,0.0267876,0.0140524,0.0151216,0.0191267,0.00895188,0.0125286,0.00510876,0,0.0217265,0.0820357,0.0117074,0.00948756,0.004965,0.00777388,0.0292406,0.0287485,0.0309088,0.0317239,0.0270222,0.0160844,0.0179751,0.0127225,0.015403,0.0258213,0.0147829,0.00654927,0.0210854,0.0123878,0.0137272,0.0171162,0.0164669,0.016746,0.0253199,0,0.0132121,0.0679832,0.0043393,0.00529798,0.00832111,0.0215706,0.0167687,0.0223902,0.0179174,0.0203736,0.00293798,0.016318,0.0195983
271,0.0420699,0.0204194,0.0191908,0.0250482,0.046708,0.00866491,0.0268192,0.0139978,0.0151738,0.0192076,0.00901789,0.0126371,0.00527803,0,0.0217845,0.0819802,0.0117909,0.00956121,0.00503356,0.00792697,0.0290877,0.0288284,0.0309856,0.0317997,0.0271136,0.0161676,0.0179944,0.0127344,0.0151942,0.0259328,0.0148953,0.00663577,0.0211781,0.0124934,0.0138291,0.0170501,0.0163947,0.016681,0.0254453,0,0.0134068,0.0678991,0.00441091,0.00520208,0.00828029,0.0213923,0.0166881,0.0223373,0.0178251,0.0203141,0.00298107,0.0163871,0.0196647
272,0.0420127,0.0204207,0.0193501,0.0249033,0.0466628,0.00868489,0.0268618,0.0139608,0.0152339,0.0192767,0.0090902,0.0127484,0.00542545,0,0.0218427,0.0819219,0.0118692,0.00962386,0.00509983,0.00808807,0.0289534,0.0288928,0.031048,0.0318612,0.0271879,0.0162417,0.018011,0.0127323,0.0149805,0.0260326,0.0149944,0.006725,0.0212406,0.0125805,0.0139388,0.0169865,0.0163256,0.0166134,0.0255534,0,0.0136017,0.0678127,0.0044896,0.0051132,0.00824494,0.0212477,0.0165996,0.0222719,0.0177207,0.0202442,0.0030273,0.0164482,0.0197123
273,0.0418959,0.0204384,0.0194086,0.02497,0.0465959,0.00872866,0.0269882,0.0140692,0.0153679,0.0192492,0.00919925,0.012896,0.00537185,0,0.0219238,0.0818469,0.0119239,0.00961863,0.0051678,0.00831761,0.0289898,0.0288385,0.0309926,0.0318105,0.0271323,0.0162578,0.0180337,0.0126188,0.0147438,0.0260423,0.0149894,0.00680761,0.0210622,0.0125299,0.0140871,0.0169555,0.0162898,0.016528,0.0255368,0,0.0137745,0.0677102,0.00458312,0.00506341,0.00821627,0.021367,0.0164925,0.0221386,0.017562,0.0201329,0.00305024,0.0164765,0.0196227
274,0.0417722,0.02046,0.0194561,0.0250603,0.046527,0.00877645,0.0271243,0.0141947,0.0155109,0.0192097,0.00931791,0.0130476,0.0052971,0,0.0220062,0.0817696,0.0119745,0.00960324,0.00523561,0.00855582,0.0290463,0.028768,0.0309226,0.0317456,0.0270598,0.0162658,0.0180537,0.0124953,0.0145028,0.0260396,0.014972,0.00689304,0.0208537,0.0124639,0.0142433,0.0169265,0.016258,0.0164409,0.0255055,0,0.0139474,0.0676064,0.00468293,0.00502277,0.00819487,0.0215195,0.0163788,0.0219918,0.0173907,0.020012,0.00307711,0.0164966,0.0195171
275,0.0416846,0.0204728,0.0195711,0.0250145,0.0464707,0.00880869,0.0272069,0.0142265,0.0156055,0.0192297,0.00941816,0.0131735,0.0053545,0,0.0220699,0.0817016,0.012037,0.00962574,0.00529755,0.00874995,0.0289919,0.0287692,0.0309261,0.0317494,0.0270665,0.0163069,0.0180628,0.0124407,0.0142738,0.0260904,0.0150168,0.00698952,0.0207958,0.0124805,0.0143812,0.0168735,0.0162045,0.0163654,0.0255491,0,0.01414,0.0675123,0.00478246,0.00496389,0.00818002,0.0215089,0.0162666,0.0218784,0.0172423,0.0199071,0.00312918,0.0165296,0.0194944
276,0.041633,0.0204751,0.0197563,0.0248326,0.0464272,0.00882427,0.0272373,0.0141653,0.015651,0.0193094,0.00949732,0.0132726,0.00554489,0,0.0221141,0.0816429,0.0121108,0.00968556,0.00535232,0.00889839,0.0288259,0.0288423,0.0310032,0.0318223,0.0271523,0.016381,0.0180602,0.0124522,0.0140576,0.0261947,0.0151235,0.00709668,0.0208887,0.0125779,0.0145014,0.0167978,0.0161288,0.0163018,0.0256657,0,0.0143525,0.067427,0.00488291,0.00488649,0.00817239,0.0213356,0.0161554,0.0217989,0.0171175,0.0198175,0.00320611,0.0165755,0.019553
277,0.0415744,0.0204799,0.0199328,0.0246748,0.0463816,0.00884292,0.0272784,0.0141219,0.0157044,0.0193763,0.00958292,0.0133747,0.00571568,0,0.0221591,0.0815816,0.0121795,0.00973482,0.0054058,0.00905397,0.0286794,0.0288993,0.0310658,0.0318811,0.0272209,0.0164462,0.0180556,0.0124512,0.0138393,0.0262869,0.0152172,0.0072055,0.0209519,0.0126575,0.0146291,0.0167251,0.0160565,0.0162368,0.0257658,0,0.0145643,0.0673395,0.0049901,0.00481862,0.00817258,0.021196,0.0160374,0.0217068,0.0169811,0.0197182,0.00328606,0.0166131,0.0195941
278,0.041457,0.0205049,0.0200022,0.0247291,0.0463147,0.00889058,0.0274003,0.0142234,0.0158343,0.019346,0.00971057,0.0135165,0.00568595,0,0.0222298,0.0815046,0.012225,0.00971819,0.00546523,0.00927982,0.0287054,0.0288375,0.0310112,0.0318283,0.0271599,0.0164534,0.01806,0.0123464,0.0136011,0.0262877,0.015207,0.00730403,0.0207733,0.0126049,0.0147926,0.0166842,0.0160181,0.016154,0.0257449,0,0.0147524,0.0672379,0.00510789,0.00479239,0.0081807,0.0213185,0.0159038,0.0215456,0.0167892,0.019579,0.0033421,0.0166174,0.0195024
279,0.0413327,0.0205341,0.020059,0.0248076,0.046246,0.00894363,0.0275311,0.0143422,0.0159725,0.019303,0.00984731,0.0136625,0.00563767,0,0.0223023,0.0814261,0.0122663,0.00969173,0.00552483,0.0095132,0.0287514,0.0287594,0.0309422,0.0317611,0.0270822,0.0164524,0.0180625,0.0122322,0.0133619,0.0262753,0.0151844,0.00740433,0.0205649,0.0125378,0.0149636,0.0166453,0.015984,0.01607,0.0257095,0,0.0149403,0.067135,0.00523089,0.00477707,0.00819782,0.0214734,0.015765,0.0213713,0.016585,0.019431,0.00340158,0.0166141,0.0193951
280,0.0412439,0.020552,0.0201874,0.0247499,0.0461893,0.00897905,0.0276105,0.0143678,0.0160601,0.0193196,0.00996124,0.013781,0.00572525,0,0.0223543,0.0813565,0.0123187,0.00970264,0.00557636,0.00969949,0.0286862,0.0287532,0.030946,0.0317628,0.0270835,0.0164844,0.0180535,0.0121821,0.0131379,0.0263169,0.0152239,0.00751693,0.0205078,0.0125499,0.0151183,0.0165842,0.015929,0.016,0.0257468,0,0.0151483,0.0670408,0.00535549,0.00474463,0.00822386,0.0214663,0.0156273,0.0212319,0.0164054,0.0192991,0.00348553,0.0166246,0.0193686
281,0.0411907,0.0205574,0.0203899,0.0245568,0.0461452,0.00899505,0.0276395,0.0143008,0.0160966,0.0193962,0.0100501,0.0138714,0.00594945,0,0.0223846,0.0812952,0.0123815,0.00975064,0.00561883,0.00983762,0.0285094,0.0288188,0.0310228,0.0318332,0.0271642,0.0165494,0.0180326,0.0121938,0.0129301,0.0264128,0.0153254,0.00764121,0.0206023,0.0126397,0.0152571,0.016501,0.015853,0.0159442,0.0258553,0,0.0153761,0.066955,0.00548302,0.00469556,0.0082589,0.021298,0.0154897,0.0211285,0.0162507,0.0191824,0.00359311,0.016649,0.0194213
282,0.0411307,0.0205659,0.0205827,0.0243886,0.0460994,0.00901543,0.0276786,0.0142522,0.0161408,0.0194601,0.0101452,0.0139651,0.00615694,0,0.0224162,0.0812318,0.0124395,0.00978823,0.00566017,0.00998215,0.0283528,0.0288683,0.0310855,0.0318892,0.0272282,0.0166056,0.0180099,0.0121942,0.0127238,0.0264964,0.0154142,0.00776588,0.0206675,0.0127129,0.0154034,0.0164211,0.0157813,0.015888,0.0259476,0,0.0156027,0.0668678,0.00561578,0.00465735,0.00830266,0.021163,0.0153464,0.0210128,0.0160843,0.0190569,0.00370241,0.0166659,0.019457
283,0.041012,0.0205979,0.0206621,0.0244329,0.0460328,0.00907059,0.0277956,0.0143479,0.0162633,0.0194257,0.0102863,0.0141016,0.00616675,0,0.0224764,0.0811539,0.0124758,0.00976125,0.00571142,0.0101984,0.02837,0.0287985,0.0310316,0.0318334,0.0271625,0.0166044,0.0179987,0.0120976,0.0125013,0.0264872,0.0153992,0.00787752,0.0204904,0.0126593,0.0155819,0.0163725,0.0157442,0.0158136,0.0259226,0,0.0158038,0.0667681,0.00575444,0.00466273,0.00835448,0.0212881,0.0151918,0.0208266,0.0158614,0.0188939,0.00378725,0.0166495,0.0193647
284,0.0408864,0.0206342,0.0207287,0.0245017,0.0459643,0.00913204,0.027921,0.0144608,0.0163937,0.0193784,0.0104361,0.014243,0.00616309,0,0.0225389,0.0810747,0.0125082,0.00972544,0.0057638,0.0104217,0.0284079,0.0287128,0.0309634,0.0317637,0.0270799,0.0165947,0.0179863,0.0119926,0.012282,0.026465,0.0153718,0.00798973,0.0202838,0.0125916,0.015767,0.0163269,0.0157124,0.0157396,0.0258843,0,0.0160038,0.0666676,0.00589702,0.00468006,0.00841544,0.021445,0.0150344,0.0206273,0.0156263,0.0187232,0.00387387,0.0166262,0.0192578
285,0.040796,0.020657,0.0208708,0.0244348,0.045908,0.00917334,0.0279968,0.0144816,0.0164715,0.0193906,0.0105588,0.0143549,0.00630328,0,0.022579,0.0810038,0.0125506,0.00972642,0.00580631,0.010596,0.0283344,0.028699,0.030968,0.031763,0.0270767,0.0166174,0.0179613,0.0119474,0.0120823,0.0264975,0.0154063,0.00811501,0.0202292,0.0126007,0.0159377,0.0162597,0.0156608,0.0156814,0.0259161,0,0.0162241,0.0665754,0.00604295,0.0046818,0.00848601,0.0214414,0.0148773,0.0204648,0.0154174,0.0185681,0.00398346,0.0166181,0.0192293
286,0.040741,0.0206651,0.02109,0.0242329,0.0458639,0.00919284,0.0280247,0.0144115,0.016496,0.0194628,0.0106524,0.0144368,0.00658986,0,0.0225959,0.080941,0.0126025,0.00976345,0.00583747,0.0107208,0.0281493,0.0287565,0.0310449,0.0318307,0.0271522,0.0166734,0.0179232,0.0119596,0.0119034,0.0265845,0.0155028,0.00825291,0.0203265,0.0126844,0.0160942,0.0161715,0.0155895,0.0156394,0.026017,0,0.0164646,0.0664902,0.00619282,0.00466781,0.00856596,0.0212776,0.014719,0.0203403,0.0152358,0.0184286,0.00411486,0.0166257,0.0192775
287,0.0406792,0.0206766,0.0212981,0.0240565,0.045818,0.00921754,0.0280628,0.0143596,0.0165281,0.0195221,0.0107526,0.0145232,0.00686877,0,0.0226144,0.0808765,0.0126495,0.00979118,0.00586801,0.0108525,0.0279848,0.0287983,0.0311075,0.0318837,0.0272106,0.016721,0.0178839,0.0119615,0.0117303,0.026659,0.015587,0.00839037,0.0203944,0.0127523,0.016257,0.016087,0.0155241,0.0155983,0.0261027,0,0.016703,0.0664041,0.00634704,0.0046657,0.00865398,0.0211469,0.014557,0.0202042,0.0150435,0.0182813,0.00424661,0.0166268,0.0193096
288,0.040559,0.0207148,0.0213864,0.0240924,0.0457515,0.00928213,0.0281746,0.0144508,0.0166399,0.019482,0.0109025,0.0146553,0.00695617,0,0.022665,0.0807988,0.0126756,0.0097555,0.00591266,0.0110584,0.0279955,0.028721,0.0310544,0.0318256,0.0271402,0.0167111,0.0178585,0.0118727,0.0115455,0.0266395,0.0155677,0.00851182,0.0202194,0.0126987,0.0164486,0.0160344,0.0154936,0.0155392,0.0260744,0,0.0169138,0.0663074,0.00650268,0.00470682,0.00874859,0.0212738,0.0143896,0.0199961,0.0147933,0.0180987,0.00435313,0.0165948,0.0192178
289,0.0404317,0.0207578,0.0214612,0.0241533,0.0456831,0.00935376,0.0282947,0.0145596,0.0167594,0.0194291,0.0110602,0.0147932,0.00703019,0,0.0227183,0.0807201,0.0126982,0.00971109,0.00595928,0.0112718,0.0280278,0.0286279,0.0309873,0.0317534,0.0270532,0.0166925,0.0178326,0.0117763,0.0113685,0.0266069,0.0155359,0.00863334,0.0200148,0.0126321,0.0166458,0.0159858,0.0154692,0.0154808,0.0260322,0,0.0171226,0.0662105,0.00666059,0.00475988,0.00885135,0.0214325,0.0142215,0.0197752,0.0145315,0.0179095,0.0044601,0.0165566,0.0191126
290,0.04034,0.0207847,0.0216143,0.0240796,0.0456273,0.00940231,0.028367,0.0145777,0.0168244,0.0194361,0.0111878,0.0148999,0.00724147,0,0.0227472,0.0806494,0.0127301,0.00970306,0.00599325,0.0114352,0.0279481,0.0286061,0.0309922,0.0317497,0.0270449,0.0167066,0.0177933,0.0117357,0.0112153,0.0266297,0.0155661,0.00876766,0.0199629,0.0126392,0.0168303,0.0159163,0.0154269,0.0154402,0.0260587,0,0.0173518,0.0661206,0.00682297,0.00479836,0.00896295,0.0214317,0.014053,0.0195928,0.0142982,0.017736,0.00458789,0.0165357,0.0190835
