Timestep,C7,LANK,LASI,LBiceps,LClavicle,LD1M,LElbow,LForearm,LHEE,LKNE,LLCA,LMAnkle,LMElbow,LMKnee,LMT5,LPSI,LSH1,LSH2,LSH3,LSTL,LShoulder,LTH1,LTH2,LTH3,LTHI,LTIB,LTOE,LWrist,RANK,RASI,RBiceps,RD1M,RElbow,RForearm,RHEE,RKNE,RLCA,RMAnkle,RMElbow,RMKnee,RMT5,RPSI,RSH1,RSH2,RSTL,RShoulder,RTH1,RTH2,RTH3,RTHI,RTIB,RTOE,RWrist
644,0.019174,0.0221802,0.0551789,0.0223116,0.0162763,0.0148211,0.0295468,0.0159115,0.0190996,0.0162761,0.0210906,0.0164392,0.0136326,0,0.0227162,0.053608,0.0110093,0.0123093,0.0109643,0.0161471,0.0343006,0.0210785,0.0289545,0.0271461,0.0223255,0.0139057,0.0165483,0.0162491,0.0156956,0.0283076,0.0121963,0.0107548,0.0231056,0.00856455,0.0113828,0.00800148,0.00996331,0.0156436,0.0139317,0,0.015944,0.0524331,0.00316118,0.00199943,0.00894075,0.0464957,0.022696,0.0261354,0.0220788,0.0264275,0.0044496,0.0180466,0.0149518
645,0.018959,0.0221201,0.0551908,0.0221947,0.0160528,0.014924,0.0294743,0.0157946,0.0193222,0.0161563,0.0212485,0.0166148,0.0134459,0,0.0228425,0.053428,0.0109557,0.0122024,0.0109962,0.0163183,0.0344088,0.021011,0.0289211,0.0270707,0.0222885,0.0137654,0.0166403,0.0160963,0.0154532,0.0284254,0.0122232,0.010463,0.0231746,0.00861356,0.0117006,0.00809934,0.0098148,0.0153865,0.0138864,0,0.0159733,0.052314,0.00337867,0.00208116,0.00895018,0.0466584,0.0225355,0.0259293,0.0218632,0.0262741,0.00446166,0.0178833,0.0150257
646,0.0188733,0.0220568,0.0552756,0.0221841,0.0159816,0.0150174,0.0295248,0.0157551,0.0195122,0.0160458,0.0213829,0.0167697,0.0133982,0,0.0229532,0.0532644,0.0109037,0.0120976,0.0110113,0.0164464,0.0345256,0.0209981,0.028936,0.027042,0.0223061,0.0136428,0.0167318,0.0160635,0.0152171,0.0285291,0.0121863,0.0101819,0.0232918,0.00870706,0.0120001,0.00823899,0.00964818,0.0151375,0.0139783,0,0.016009,0.0521973,0.00360593,0.00221124,0.00898908,0.0467681,0.0224372,0.0257914,0.0217126,0.0261876,0.00452268,0.0177256,0.0151045
647,0.0187618,0.021989,0.0553448,0.0221492,0.0158783,0.0151124,0.0295506,0.0156985,0.0197116,0.0159303,0.0215222,0.0169276,0.0133226,0,0.0230687,0.0530961,0.0108464,0.0119879,0.0110272,0.0165626,0.0346389,0.0209663,0.0289331,0.0269954,0.0223042,0.0135112,0.0168222,0.0159989,0.0149795,0.0286345,0.0121622,0.00989674,0.0233996,0.00879013,0.0123044,0.00837571,0.0094945,0.0148866,0.0140596,0,0.0160461,0.0520796,0.00384209,0.00233839,0.0090305,0.0468893,0.022323,0.0256365,0.0215462,0.026084,0.00458619,0.0175635,0.0151808
648,0.0184454,0.0219167,0.0552945,0.0219362,0.0155271,0.0152216,0.0293795,0.0155169,0.0199696,0.0157941,0.0217003,0.0171154,0.0130249,0,0.0232117,0.052901,0.0107784,0.0118684,0.0110688,0.0167029,0.0347342,0.0208314,0.028835,0.0268561,0.0221982,0.0133407,0.0169103,0.0157253,0.0147326,0.0287627,0.0122377,0.00958859,0.0234283,0.0087974,0.0126402,0.00846142,0.00939369,0.0146237,0.0139553,0,0.0160786,0.0519584,0.00408324,0.00241203,0.00904719,0.0470961,0.0221011,0.0253642,0.0212693,0.0258643,0.00459631,0.0173833,0.0152491
649,0.0181065,0.021841,0.0552292,0.0217,0.0151449,0.0153327,0.0291853,0.0153229,0.0202372,0.0156539,0.0218839,0.0173063,0.0127015,0,0.0233596,0.0527037,0.0107072,0.0117464,0.0111146,0.016843,0.034828,0.0206791,0.0287194,0.0266992,0.022075,0.0131618,0.0169984,0.0154208,0.0144856,0.0288954,0.0123269,0.00927603,0.0234476,0.00879773,0.0129808,0.00854795,0.00930901,0.014361,0.0138318,0,0.0161127,0.0518382,0.00432964,0.00249073,0.00907052,0.0473139,0.0218634,0.0250749,0.0209765,0.0256279,0.00460923,0.0171978,0.0153197
650,0.0178951,0.0217616,0.0552362,0.02157,0.0149154,0.0154366,0.0291142,0.0152052,0.0204733,0.0155224,0.0220442,0.0174777,0.012517,0,0.0234938,0.0525214,0.0106369,0.0116252,0.0111423,0.016962,0.0349297,0.0205801,0.0286516,0.0265881,0.0220052,0.0129998,0.017088,0.0152376,0.0142453,0.0290124,0.0123513,0.00897583,0.0235148,0.00884112,0.0133021,0.00867332,0.00920613,0.0141074,0.0138293,0,0.0161536,0.0517197,0.00458235,0.00261229,0.00912255,0.0474778,0.0216885,0.0248548,0.0207495,0.0254587,0.00467101,0.0170186,0.0153929
651,0.017809,0.0216779,0.0553151,0.0215465,0.0148384,0.0155336,0.0291651,0.0151605,0.020678,0.0153981,0.0221805,0.0176302,0.0124702,0,0.023615,0.0523523,0.0105658,0.0115029,0.0111504,0.0170596,0.0350374,0.0205327,0.0286308,0.0265221,0.0219871,0.0128537,0.0171797,0.0151758,0.0140111,0.0291125,0.0123107,0.00868873,0.0236298,0.00892437,0.0136039,0.00883338,0.00908325,0.0138623,0.013943,0,0.0162019,0.0516006,0.00484138,0.0027691,0.00920074,0.0475877,0.0215762,0.0247038,0.0205886,0.0253566,0.00478106,0.0168466,0.0154653
652,0.0176981,0.0215903,0.0553785,0.0214995,0.0147301,0.0156324,0.0291921,0.0151004,0.020892,0.0152681,0.0223218,0.0177849,0.012397,0,0.0237411,0.0521794,0.0104907,0.0113765,0.0111607,0.0171539,0.0351414,0.0204658,0.0285913,0.0264378,0.0219494,0.0126988,0.0172711,0.0150831,0.0137767,0.0292149,0.0122834,0.00839865,0.0237353,0.00899798,0.0139097,0.0089903,0.0089761,0.0136175,0.0140245,0,0.0162526,0.0514807,0.00510458,0.00292325,0.00928309,0.0477088,0.0214478,0.024536,0.0204122,0.0252379,0.00489284,0.0166703,0.0155368
653,0.0173897,0.0215006,0.0553252,0.0212746,0.0143757,0.0157435,0.0290258,0.0149246,0.0211619,0.0151201,0.022502,0.0179668,0.0121073,0,0.0238918,0.0519837,0.0104083,0.0112456,0.0112015,0.0172662,0.0352316,0.0202978,0.0284574,0.0262608,0.0218103,0.0125065,0.0173583,0.0147816,0.0135359,0.0293447,0.0123587,0.00808348,0.0237616,0.00900362,0.0142472,0.00910511,0.00892928,0.0133655,0.0139003,0,0.0162996,0.0513625,0.00536739,0.00303888,0.00934865,0.0479163,0.0212114,0.0242499,0.0201238,0.0250023,0.00495344,0.0164746,0.0156108
654,0.0170606,0.021408,0.0552574,0.0210267,0.0139916,0.0158576,0.0288385,0.0147389,0.0214407,0.0149684,0.0226878,0.0181509,0.0117945,0,0.0240473,0.0517858,0.0103236,0.0111139,0.0112474,0.017375,0.0353213,0.0201118,0.0283062,0.0260653,0.0216535,0.0123066,0.0174451,0.01445,0.0132962,0.0294795,0.0124483,0.00776465,0.0237786,0.00900406,0.0145885,0.00922138,0.00890138,0.0131164,0.0137416,0,0.0163492,0.0512461,0.00563308,0.00315949,0.00942298,0.048135,0.0209598,0.0239469,0.01982,0.0247502,0.00501702,0.0162741,0.0156893
655,0.0168549,0.021311,0.0552612,0.0208859,0.0137596,0.0159669,0.0287726,0.0146251,0.0216895,0.0148228,0.0228494,0.0183167,0.011619,0,0.0241918,0.0516,0.0102383,0.0109796,0.0112729,0.0174628,0.0354161,0.0199762,0.0282015,0.0259142,0.0215476,0.0121218,0.0175361,0.0142409,0.0130636,0.0295967,0.0124729,0.00746151,0.0238427,0.0090428,0.0149096,0.00936936,0.00885283,0.0128764,0.0136951,0,0.0164068,0.0511281,0.00590351,0.00331038,0.00952171,0.0482981,0.0207709,0.0237142,0.0195834,0.0245657,0.00512648,0.0160814,0.015764
656,0.0167691,0.0212092,0.0553357,0.0208509,0.0136786,0.0160716,0.0288261,0.0145789,0.0219083,0.0146816,0.0229864,0.0184645,0.0115785,0,0.0243257,0.0514249,0.010151,0.0108401,0.0112764,0.0175306,0.0355135,0.0198892,0.0281421,0.0258077,0.0214908,0.0119518,0.0176318,0.0141546,0.0128373,0.0296944,0.0124315,0.00717544,0.0239544,0.00911606,0.0152113,0.00954475,0.00878203,0.0126437,0.0137639,0,0.0164726,0.0510072,0.00617846,0.00348592,0.00964159,0.0484056,0.0206454,0.023552,0.019414,0.0244489,0.00527971,0.015897,0.0158304
657,0.0166596,0.021104,0.0553951,0.0207922,0.0135666,0.0161783,0.0288566,0.014519,0.0221355,0.0145349,0.0231286,0.0186144,0.0115131,0,0.0244644,0.0512459,0.0100601,0.0106978,0.0112831,0.0175989,0.0356079,0.0197823,0.0280639,0.0256825,0.0214141,0.0117732,0.0177274,0.0140388,0.0126121,0.0297957,0.0124039,0.00688792,0.0240562,0.00918098,0.0155164,0.00971693,0.00872888,0.012414,0.0138079,0,0.0165416,0.0508865,0.00645527,0.0036602,0.00976599,0.048524,0.0205043,0.0233729,0.0192291,0.0243152,0.00543278,0.0157082,0.0158974
658,0.0163619,0.0209991,0.0553394,0.0205575,0.013213,0.0162958,0.028699,0.014355,0.0224157,0.0143734,0.0233104,0.0187893,0.0112388,0,0.0246249,0.0510485,0.00996615,0.0105579,0.0113249,0.0176911,0.0356936,0.0195766,0.0278923,0.0254639,0.0212384,0.0115593,0.0178161,0.0137147,0.0123839,0.0299304,0.0124822,0.00657304,0.0240786,0.00918714,0.0158521,0.00985513,0.00874212,0.012184,0.0136608,0,0.0166078,0.050772,0.00673012,0.00380951,0.00988113,0.0487304,0.0202542,0.0230738,0.0189307,0.0240644,0.00553823,0.0154993,0.0159791
659,0.0160454,0.0208928,0.0552697,0.0203005,0.0128321,0.0164166,0.0285216,0.0141843,0.0227047,0.0142083,0.0234969,0.0189663,0.0109445,0,0.0247906,0.0508496,0.00987116,0.0104188,0.011373,0.0177858,0.0357786,0.0193519,0.0277022,0.0252263,0.0210445,0.0113376,0.0179047,0.0133619,0.0121593,0.0300715,0.0125757,0.00625538,0.024091,0.00918919,0.0161907,0.00999461,0.00877491,0.0119602,0.0134939,0,0.0166776,0.0506599,0.00700669,0.00396351,0.010005,0.0489478,0.0199887,0.0227579,0.0186168,0.023797,0.0056465,0.0152857,0.0160671
660,0.0158464,0.0207817,0.0552701,0.0201492,0.0126021,0.0165346,0.0284632,0.0140789,0.0229646,0.0140467,0.0236595,0.0191259,0.0107846,0,0.0249478,0.0506604,0.00977436,0.0102743,0.0113988,0.0178651,0.0358653,0.0191744,0.027557,0.0250327,0.0208985,0.0111304,0.0179999,0.0131329,0.0119416,0.0301919,0.0126032,0.00595844,0.0241504,0.00922437,0.0165091,0.0101587,0.00878414,0.0117446,0.013452,0,0.0167559,0.0505432,0.00728716,0.00413869,0.0101475,0.0491086,0.0197866,0.0225131,0.0183711,0.0235979,0.00579503,0.0150816,0.0161443
661,0.0157613,0.0206646,0.0553397,0.0201032,0.0125205,0.0166501,0.028522,0.0140343,0.0231961,0.0138869,0.0237978,0.019268,0.0107559,0,0.0250973,0.0504789,0.00967444,0.0101212,0.0114011,0.0179301,0.0359519,0.0190432,0.0274566,0.0248826,0.0207992,0.010937,0.0181028,0.013028,0.01173,0.0302903,0.0125641,0.00568522,0.0242571,0.00928905,0.0168075,0.0103434,0.00876865,0.0115354,0.0135363,0,0.016844,0.0504209,0.00757153,0.00433075,0.0103046,0.0492126,0.0196483,0.0223398,0.0181942,0.0234666,0.00598071,0.0148874,0.0162062
662,0.0156538,0.0205456,0.0553946,0.0200341,0.0124088,0.0167681,0.0285586,0.0139785,0.0234358,0.0137222,0.0239405,0.0194119,0.010704,0,0.0252519,0.0502944,0.00957254,0.00996649,0.0114085,0.0180001,0.0360364,0.0188919,0.0273375,0.0247125,0.02068,0.0107352,0.0182056,0.0128951,0.0115221,0.0303934,0.0125398,0.00541378,0.0243535,0.00934667,0.0171091,0.0105252,0.00877133,0.011332,0.0136024,0,0.0169363,0.0502994,0.00785703,0.00452291,0.0104664,0.0493278,0.0194943,0.0221494,0.0180016,0.0233184,0.00616541,0.0146895,0.0162702
663,0.0153694,0.0204307,0.0553369,0.0197909,0.0120628,0.0168947,0.0284124,0.0138323,0.0237252,0.0135466,0.0241219,0.0195791,0.0104545,0,0.025425,0.050096,0.00947258,0.00982358,0.0114566,0.0180976,0.0361169,0.0186438,0.0271249,0.0244485,0.0204641,0.0105007,0.0182987,0.0125553,0.0113155,0.0305352,0.0126241,0.00511277,0.0243705,0.0093554,0.0174409,0.0106816,0.00884334,0.0111368,0.0134806,0,0.0170266,0.0501896,0.00814016,0.00470103,0.0106255,0.049532,0.0192311,0.021839,0.0176942,0.0230528,0.00630799,0.0144705,0.0163613
664,0.015069,0.0203159,0.055265,0.0195257,0.0116924,0.0170244,0.0282473,0.013682,0.0240224,0.0133684,0.0243084,0.0197477,0.0101892,0,0.0256028,0.049897,0.00937417,0.0096843,0.0115119,0.0182036,0.0361975,0.0183765,0.0268933,0.0241652,0.02023,0.0102599,0.0183918,0.0121887,0.0111148,0.0306845,0.0127249,0.0048124,0.0243774,0.00936243,0.0177757,0.0108393,0.00893345,0.0109522,0.0133468,0,0.0171213,0.0500837,0.00842422,0.00488398,0.010792,0.0497467,0.018952,0.0215121,0.0173714,0.0227707,0.00645235,0.0142472,0.0164607
665,0.0148797,0.0201967,0.0552614,0.0193656,0.0114699,0.0171535,0.0281987,0.0135897,0.0242921,0.0131914,0.0244708,0.0199006,0.0100531,0,0.0257749,0.0497051,0.00927351,0.00953651,0.0115436,0.0183022,0.0362762,0.0181539,0.0267056,0.0239249,0.0200413,0.0100326,0.018494,0.0119482,0.010922,0.0308103,0.0127583,0.00454339,0.0244309,0.00939653,0.0180894,0.0110149,0.00899707,0.0107747,0.0133506,0,0.0172263,0.0499705,0.00871167,0.00508059,0.0109704,0.0499039,0.0187372,0.0212568,0.0171182,0.0225573,0.00663081,0.0140358,0.0165425
666,0.0147962,0.0200721,0.0553255,0.0193102,0.011392,0.0172826,0.0282641,0.0135504,0.0245346,0.013014,0.0246085,0.0200376,0.0100412,0,0.0259424,0.0495189,0.0091683,0.00937693,0.0115504,0.0183958,0.0363514,0.0179753,0.0265619,0.0237276,0.0198964,0.00981787,0.0186061,0.0118333,0.010736,0.0309113,0.012724,0.00431023,0.0245314,0.00945434,0.0183819,0.0112045,0.00903325,0.0106019,0.0134958,0,0.0173416,0.0498481,0.00900153,0.00528798,0.0111572,0.0500036,0.0185864,0.0210734,0.0169347,0.0224119,0.00684019,0.0138373,0.0166014
667,0.0146915,0.0199474,0.0553749,0.019232,0.0112866,0.0174146,0.0283084,0.0135024,0.0247843,0.012832,0.0247505,0.0201758,0.0100087,0,0.0261144,0.0493301,0.00906293,0.00921914,0.0115637,0.0185065,0.0364252,0.0177761,0.0263992,0.02351,0.0197319,0.00959595,0.0187177,0.0116918,0.0105556,0.0310178,0.0127057,0.00408631,0.0246212,0.0095071,0.0186771,0.0113917,0.00908643,0.0104377,0.0136415,0,0.0174618,0.0497276,0.00929201,0.00549635,0.0113478,0.0501138,0.0184201,0.0208737,0.0167364,0.0222494,0.00704758,0.0136361,0.0166643
668,0.0144234,0.0198308,0.0553138,0.0189811,0.0109581,0.0175521,0.0281762,0.0133798,0.0250814,0.0126448,0.0249304,0.0203348,0.00979466,0,0.0263018,0.0491328,0.00896662,0.00908487,0.0116237,0.0186595,0.0365008,0.0174821,0.0261435,0.0231987,0.0194738,0.00934594,0.0188174,0.0113459,0.0103817,0.0311681,0.0127989,0.00383482,0.0246313,0.00952193,0.0190025,0.0115618,0.0092087,0.0102929,0.0136179,0,0.0175808,0.0496251,0.00958078,0.00569896,0.0115404,0.0503142,0.0181448,0.0205529,0.0164224,0.0219704,0.00721907,0.0134127,0.0167676
669,0.0141425,0.0197168,0.0552389,0.0187094,0.01061,0.0176928,0.0280265,0.0132563,0.025386,0.0124568,0.0251147,0.020496,0.0095697,0,0.0264939,0.0489359,0.00887478,0.00895859,0.0116931,0.0188333,0.0365768,0.017169,0.0258689,0.0228673,0.019197,0.00909073,0.0189175,0.0109762,0.0102166,0.0313262,0.0129089,0.00359547,0.0246312,0.00953628,0.01933,0.0117335,0.0093465,0.0101629,0.0135886,0,0.0177047,0.0495271,0.00987016,0.00590653,0.0117387,0.0505256,0.0178544,0.0202162,0.0160928,0.0216752,0.00739164,0.0131863,0.0168813
670,0.0139646,0.0195988,0.0552306,0.018542,0.0104058,0.0178347,0.0279897,0.0131821,0.0256647,0.012267,0.0252747,0.0206426,0.00946613,0,0.026683,0.0487439,0.00877976,0.0088208,0.0117378,0.0190109,0.0366478,0.016899,0.0256376,0.0225783,0.0189634,0.00884782,0.0190287,0.0107341,0.0100594,0.0314581,0.012951,0.00340817,0.0246775,0.00957175,0.0196359,0.0119168,0.00945485,0.0100379,0.0136902,0,0.0178392,0.0494188,0.0101612,0.00612233,0.0119423,0.0506785,0.0176284,0.0199521,0.0158337,0.0214486,0.00759209,0.0129752,0.0169695
671,0.0138835,0.0194759,0.0552882,0.018478,0.0103396,0.0179782,0.0280629,0.0131516,0.0259176,0.0120738,0.0254099,0.0207747,0.00947627,0,0.0268692,0.0485548,0.00867966,0.00866815,0.0117563,0.019194,0.0367119,0.0166706,0.0254494,0.0223324,0.0187716,0.0086164,0.0191515,0.0106191,0.00990921,0.0315614,0.0129249,0.00327959,0.0247693,0.00962463,0.0199207,0.0121085,0.00953369,0.00991506,0.0139135,0,0.0179843,0.0492979,0.0104533,0.00634356,0.0121488,0.0507726,0.0174668,0.0197607,0.0156458,0.0212905,0.00781795,0.0127809,0.0170278
672,0.0137837,0.0193557,0.0553311,0.0183915,0.0102494,0.018124,0.0281162,0.0131146,0.0261769,0.0118777,0.0255486,0.0209081,0.00946872,0,0.0270602,0.0483643,0.00858311,0.00852222,0.0117834,0.019401,0.0367749,0.0164215,0.0252422,0.0220666,0.01856,0.0083795,0.0192741,0.0104802,0.00976778,0.031671,0.0129156,0.00317801,0.0248508,0.00967429,0.0202081,0.0122979,0.00962777,0.00980497,0.0141028,0,0.0181346,0.0491803,0.0107459,0.00656672,0.0123582,0.0508772,0.0172895,0.019553,0.0154432,0.0211157,0.00804181,0.0125858,0.0170921
673,0.0135363,0.019249,0.0552664,0.0181351,0.00995402,0.018273,0.0280003,0.0130201,0.0264809,0.0116837,0.0257244,0.0210611,0.0093009,0,0.0272632,0.0481714,0.00850316,0.0084147,0.0118624,0.0196547,0.0368448,0.0160813,0.0249425,0.0217055,0.0182585,0.00812029,0.0193816,0.0101418,0.00963815,0.031829,0.0130193,0.00306108,0.024853,0.00969693,0.0205245,0.0124779,0.00978764,0.00972505,0.0140766,0,0.0182836,0.0490867,0.0110371,0.00679085,0.0125738,0.0510738,0.0170037,0.0192241,0.0151244,0.0208249,0.00823518,0.0123677,0.0172099
674,0.0132793,0.0191475,0.0551885,0.0178581,0.00964627,0.0184245,0.027868,0.012928,0.0267921,0.0114918,0.0259041,0.0212162,0.00912774,0,0.0274704,0.0479805,0.00843109,0.00832103,0.011953,0.0199536,0.036916,0.0157226,0.024624,0.0213242,0.0179393,0.00785874,0.0194889,0.00978253,0.00951961,0.0319956,0.0131402,0.00297806,0.0248449,0.00972134,0.0208427,0.0126598,0.00996039,0.00966274,0.0140069,0,0.018438,0.0489993,0.0113282,0.0070195,0.0127938,0.0512817,0.0167036,0.0188796,0.014791,0.0205186,0.00842887,0.0121485,0.0173399
675,0.0131151,0.0190433,0.0551756,0.0176845,0.00947492,0.0185788,0.0278447,0.0128761,0.0270786,0.0112957,0.026059,0.0213583,0.00906397,0,0.0276765,0.0477917,0.00835577,0.00821393,0.0120181,0.0202982,0.0369786,0.0154048,0.0243485,0.0209864,0.0176608,0.0076085,0.0196094,0.0095522,0.00940891,0.0321322,0.0131924,0.00297056,0.0248826,0.00976067,0.0211388,0.0128478,0.0101015,0.00960179,0.0140411,0,0.018603,0.0488981,0.0116201,0.00725174,0.0130131,0.0514298,0.0164677,0.0186082,0.0145298,0.0202807,0.00864531,0.0119487,0.0174369
676,0.0130371,0.018936,0.055226,0.0176128,0.00943128,0.0187358,0.0279274,0.0128567,0.02734,0.0110928,0.0261893,0.0214872,0.00910018,0,0.027882,0.0476032,0.00827501,0.00808961,0.0120565,0.0207,0.0370308,0.0151264,0.024116,0.0206918,0.0174218,0.0073684,0.019743,0.00944955,0.00930505,0.0322369,0.0131751,0.00303689,0.0249658,0.00981113,0.0214141,0.013039,0.0102119,0.00953918,0.014181,0,0.0187784,0.0487814,0.0119124,0.0074858,0.0132302,0.0515172,0.0162959,0.0184102,0.0143406,0.020111,0.00888229,0.01177,0.0174967
677,0.0129429,0.0188343,0.055262,0.0175193,0.00936822,0.0188951,0.027991,0.012833,0.0276079,0.0108894,0.0263229,0.0216176,0.00912192,0,0.0280918,0.0474144,0.00820117,0.00797815,0.0121058,0.0211853,0.0370828,0.0148285,0.0238648,0.0203768,0.0171638,0.00712511,0.0198759,0.00932575,0.00921209,0.032348,0.0131745,0.00313593,0.0250379,0.00985966,0.0216916,0.0132285,0.0103353,0.00949197,0.0142838,0,0.018959,0.0486686,0.0122044,0.0077222,0.0134494,0.0516157,0.0161095,0.0181961,0.0141367,0.0199253,0.00911697,0.0115936,0.0175649
678,0.0127204,0.0187508,0.055194,0.0172589,0.00912835,0.0190549,0.0278924,0.0127704,0.0279175,0.0106988,0.0264916,0.0217661,0.00900947,0,0.0283096,0.0472292,0.00815298,0.0079223,0.0122119,0.0217759,0.0371478,0.0144441,0.0235215,0.0199658,0.0168199,0.00686797,0.0199911,0.00901069,0.00913615,0.0325129,0.0132898,0.00322513,0.0250313,0.00989231,0.0219975,0.0134155,0.0105207,0.00948397,0.0141822,0,0.0191384,0.0485868,0.0124951,0.00796441,0.013678,0.0518084,0.0158156,0.0178611,0.0138159,0.0196244,0.00932633,0.0113935,0.0177001
679,0.0124913,0.0186761,0.0551133,0.0169787,0.00888602,0.0192167,0.027779,0.0127138,0.0282331,0.0105135,0.0266634,0.0219163,0.00889756,0,0.0285309,0.0470481,0.00811672,0.00788772,0.0123312,0.0224293,0.0372146,0.014043,0.0231593,0.0195347,0.0164596,0.00661275,0.0201054,0.00868039,0.00907279,0.0326863,0.0134223,0.00334609,0.0250142,0.00992868,0.0223048,0.0136049,0.0107162,0.00949459,0.0140431,0,0.0193225,0.0485124,0.0127856,0.00821138,0.0139096,0.0520128,0.0155078,0.0175105,0.0134809,0.0193083,0.00953592,0.0111951,0.0178491
680,0.0123437,0.0185996,0.0550956,0.0167996,0.00876757,0.0193822,0.0277698,0.012686,0.0285252,0.0103207,0.0268107,0.0220551,0.00887937,0,0.0287526,0.0468663,0.00807604,0.00783717,0.0124242,0.0230961,0.037269,0.013681,0.0228401,0.019148,0.0161383,0.00636756,0.0202344,0.00847913,0.00901614,0.032826,0.0134846,0.00352461,0.0250425,0.00997374,0.0225909,0.0137954,0.0108795,0.00950054,0.0140059,0,0.0195164,0.0484206,0.0130755,0.00845832,0.0141365,0.0521558,0.0152644,0.0172337,0.0132192,0.0190606,0.00976362,0.0110217,0.0179577
681,0.0122694,0.0185209,0.0551399,0.0167208,0.00876022,0.0195523,0.0278622,0.0126792,0.0287938,0.0101172,0.0269335,0.0221824,0.00894301,0,0.0289756,0.0466813,0.00802893,0.00776693,0.0124906,0.0237425,0.0373095,0.0133562,0.022564,0.0188054,0.0158541,0.00612965,0.020378,0.00840334,0.00896457,0.0329301,0.0134756,0.0037511,0.0251159,0.0100231,0.0228557,0.0139841,0.0110116,0.00949892,0.0140663,0,0.0197201,0.0483093,0.0133646,0.00870307,0.0143575,0.0522369,0.0150847,0.0170302,0.0130304,0.0188809,0.0100068,0.0108752,0.0180218
682,0.0121812,0.0184513,0.0551707,0.0166209,0.00873923,0.0197233,0.0279363,0.012671,0.0290669,0.009917,0.0270587,0.0223116,0.00899644,0,0.0292018,0.0464978,0.00799239,0.00771661,0.0125696,0.0243491,0.03735,0.0130128,0.0222694,0.0184427,0.0155519,0.00589244,0.0205202,0.00831031,0.00892453,0.0330414,0.0134838,0.0039913,0.0251784,0.010072,0.0231223,0.014172,0.0111549,0.00951264,0.014075,0,0.0199286,0.0482035,0.0136532,0.0089508,0.0145793,0.0523293,0.0148904,0.0168107,0.0128268,0.018685,0.0102477,0.0107337,0.0180963
683,0.011987,0.0184051,0.0551003,0.016357,0.00858099,0.0198913,0.0278558,0.0126435,0.0293784,0.00974422,0.0272177,0.0224575,0.00894547,0,0.0294319,0.0463251,0.00799015,0.00773866,0.0127089,0.0249023,0.0374093,0.01259,0.0218834,0.0179835,0.0151697,0.00565462,0.0206411,0.00804023,0.00890553,0.0332111,0.0136095,0.00421461,0.0251624,0.0101171,0.0234166,0.0143643,0.011356,0.00957224,0.0138609,0,0.020135,0.0481352,0.0139411,0.00920867,0.0148128,0.0525187,0.0145902,0.0164708,0.0125066,0.018376,0.0104685,0.0105689,0.0182506
684,0.0117909,0.0183703,0.0550183,0.0160735,0.0084327,0.0200606,0.0277616,0.0126246,0.0296948,0.00958214,0.027379,0.0226053,0.0088995,0,0.0296644,0.0461576,0.008002,0.00778758,0.0128622,0.0253681,0.0374716,0.0121532,0.0214791,0.0175042,0.0147725,0.00542508,0.0207601,0.00776218,0.00889961,0.0333895,0.0137529,0.00445093,0.025136,0.0101684,0.0237119,0.014559,0.0115652,0.00964937,0.013605,0,0.0203455,0.0480759,0.0142283,0.00947099,0.0150483,0.0527203,0.014277,0.0161157,0.0121728,0.0180524,0.0106891,0.0104088,0.0184212
685,0.0116626,0.0183344,0.0549977,0.0158899,0.00838829,0.0202348,0.0277668,0.0126225,0.0299876,0.00940907,0.0275156,0.022743,0.00892829,0,0.0298988,0.0459856,0.00800794,0.00781722,0.0129888,0.0257248,0.0375177,0.011754,0.0211183,0.0170706,0.0144123,0.00520465,0.020895,0.00760988,0.00889753,0.0335306,0.0138245,0.00471802,0.0251544,0.0102213,0.0239857,0.0147497,0.0117424,0.00971502,0.0134613,0,0.0205656,0.0479958,0.0145144,0.00973049,0.0152755,0.0528594,0.0140279,0.0158342,0.0119122,0.0177971,0.0109241,0.0102802,0.0185439
686,0.0115922,0.0182972,0.0550371,0.0158046,0.00842999,0.020414,0.027869,0.0126294,0.0302564,0.00922089,0.0276273,0.0228702,0.00901945,0,0.0301353,0.0458076,0.00800602,0.00782416,0.0130885,0.0259729,0.0375458,0.0113902,0.0208016,0.0166836,0.0140866,0.0049894,0.0210459,0.00757668,0.00889791,0.0336332,0.0138229,0.00500933,0.0252173,0.0102712,0.0242387,0.0149344,0.0118887,0.00976616,0.0134381,0,0.0207949,0.0478921,0.0147986,0.00998517,0.0154936,0.0529357,0.0138419,0.0156262,0.0117247,0.017609,0.0111713,0.0101851,0.0186147
687,0.0115107,0.0182713,0.0550633,0.0156985,0.00846586,0.0205933,0.0279538,0.0126372,0.0305288,0.00904145,0.0277409,0.0229993,0.00910334,0,0.0303735,0.045633,0.0080164,0.00785512,0.0132014,0.0261358,0.037575,0.0110119,0.0204672,0.0162776,0.0137448,0.0047811,0.0211943,0.00753133,0.00890961,0.0337429,0.0138385,0.00530244,0.0252694,0.0103223,0.024493,0.0151192,0.0120442,0.0098308,0.0134015,0,0.0210281,0.0477948,0.015082,0.0102426,0.0157127,0.0530235,0.013642,0.0154024,0.0115232,0.0174053,0.0114164,0.010099,0.0186974
